id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above
2220069196,20140811T000000,253500.0,,1.0,1220,20400,,0,0,5,6,1220
5700004485,20140520T000000,978000.0,,2.75,2620,13777,1.5,0,2,4,9,1720
1328320350,20141202T000000,387500.0,4.0,,3190,9856,2.0,0,0,3,8,3190
3432500310,20140624T000000,325000.0,,1.0,850,6906,1.0,0,0,3,6,850
9274200318,20150410T000000,568000.0,3.0,2.5,1740,1308,3.0,0,0,3,8,1740
3034200550,20140922T000000,525000.0,4.0,,2140,7754,2.0,0,0,3,8,2140
2078500350,20140604T000000,560000.0,,,2070,12708,2.0,0,0,3,8,2070
7203101290,20141020T000000,394000.0,3.0,2.5,1680,4075,2.0,0,0,3,7,1680
9287801455,20141028T000000,484950.0,2.0,,1000,4956,1.0,0,2,4,7,1000
9472200060,20141105T000000,1295000.0,3.0,,3340,12690,1.0,0,0,3,10,2550
869700060,20140729T000000,315000.0,3.0,,1260,2767,2.0,0,0,3,8,1260
4298100060,20140509T000000,590000.0,4.0,2.25,2430,32496,1.0,0,0,3,9,2430
7211402105,20141126T000000,106000.0,,1.0,560,5700,1.0,0,0,3,5,560
7135520260,20141118T000000,751000.0,3.0,,3380,9528,,0,0,3,10,3380
9222400565,20141017T000000,474000.0,2.0,1.0,1100,3500,1.0,0,0,5,7,1100
7116500125,20140528T000000,189000.0,2.0,2.0,1700,3171,1.0,0,0,5,5,850
7202290320,20141024T000000,440500.0,3.0,2.5,1600,3172,2.0,0,0,3,7,1600
9808630260,20150318T000000,1017000.0,3.0,,2605,2216,,0,2,4,9,2090
8682310310,20150511T000000,589000.0,,2.0,1850,4667,,0,0,3,8,1850
4137000700,20140829T000000,273000.0,3.0,2.25,1830,7651,2.0,0,0,3,8,1830
5119400075,20140620T000000,950000.0,,3.25,3050,18892,,1,4,4,8,1650
8857100060,20141110T000000,277700.0,2.0,1.5,1240,1055,2.0,0,0,3,8,1200
3329510200,20141124T000000,299900.0,3.0,2.25,2100,8163,2.0,0,0,3,7,2100
7789200070,20140603T000000,235000.0,3.0,1.0,1250,15603,,0,0,4,7,1250
6140600049,20150506T000000,464000.0,,,1230,4800,,0,0,3,7,1230
9324320030,20150317T000000,281000.0,3.0,1.75,1690,9826,,0,0,4,7,1690
2555900030,20141107T000000,320000.0,,1.0,1520,8870,1.5,0,0,4,7,1520
8662500350,20140620T000000,282000.0,,2.0,1890,6302,2.0,0,0,3,7,1890
7856601040,20150220T000000,745000.0,4.0,1.75,1990,8900,1.0,0,0,4,8,1990
109200390,20140820T000000,245000.0,,1.75,1480,3900,1.0,0,0,4,7,1480
109200390,20141020T000000,250000.0,,,1480,3900,1.0,0,0,4,7,1480
6870300060,20140922T000000,470000.0,3.0,2.5,2120,2374,,0,0,3,8,1770
2734100732,20141015T000000,216650.0,,,1480,1077,2.0,0,0,3,7,1300
7201900370,20150505T000000,440000.0,3.0,,1250,8412,1.0,0,0,4,7,1250
3904960700,20140613T000000,590000.0,4.0,2.5,2010,7972,,0,0,4,8,2010
2225059240,20141028T000000,935000.0,5.0,2.5,3150,35283,1.0,0,0,3,10,1800
4397650160,20140922T000000,848000.0,3.0,3.5,3010,5717,2.0,0,0,3,10,3010
3629860060,20150312T000000,827500.0,5.0,4.25,3920,5823,2.0,0,0,3,9,3000
4083305085,20140520T000000,1125000.0,6.0,,2880,3192,2.0,?,0,4,8,2180
518500700,20140507T000000,630000.0,2.0,,2550,5663,1.0,0,0,3,10,1720
3580900260,20140505T000000,340000.0,5.0,,1120,9022,1.5,0,0,4,7,1120
1974300060,20140923T000000,570000.0,,2.75,3140,10918,1.0,0,0,3,8,1900
624069035,20141209T000000,2750000.0,,4.0,4130,5575,2.0,1,4,4,10,2860
5152980070,20150102T000000,514500.0,4.0,2.5,2990,9614,,0,2,4,9,1740
2624039114,20150413T000000,360000.0,,1.0,1120,12625,1.0,0,3,3,7,1120
4337000200,20141217T000000,228900.0,4.0,,1570,8775,1.0,0,0,3,7,1570
7203100550,20140625T000000,660000.0,3.0,2.75,2210,4000,2.0,0,0,3,8,2210
2782100260,20150303T000000,647000.0,4.0,2.5,2390,5800,2.0,0,0,3,9,2390
1737320060,20140610T000000,366000.0,3.0,,1520,8625,1.0,0,0,3,8,1520
7972604001,20140718T000000,354000.0,5.0,,1830,7986,1.0,0,0,4,7,1060
2719100240,20140519T000000,850000.0,,3.5,2640,5900,2.0,0,2,3,8,2640
3904990570,20140524T000000,496700.0,3.0,,1740,5782,2.0,0,0,4,8,1740
7399000350,20141104T000000,300000.0,3.0,2.0,1550,8300,1.0,0,0,4,8,1550
6400700189,20141017T000000,390000.0,,1.0,1040,8075,,0,0,4,7,1040
4305200070,20140519T000000,350000.0,,2.25,1640,7200,2.0,0,0,4,8,1640
4305200070,20140922T000000,561000.0,3.0,2.25,1640,7200,2.0,0,0,4,8,1640
2201500240,20140730T000000,475000.0,3.0,,1260,10065,1.0,0,0,3,7,1260
3277800729,20141016T000000,275000.0,,1.5,1170,1174,2.0,0,0,3,7,840
2525310320,20141028T000000,290000.0,,1.75,1590,13500,,0,0,4,7,1090
2215901840,20150211T000000,199000.0,3.0,2.5,1750,6725,,0,0,3,7,1330
1796700160,20150324T000000,279900.0,4.0,,1770,4338,,0,0,3,7,1770
4218400671,20150505T000000,1655000.0,,2.25,3530,5500,2.0,0,0,3,8,2860
6415100350,20150413T000000,405000.0,,,2160,10200,1.0,0,0,3,7,1360
7504020400,20150127T000000,615000.0,,2.25,2360,15860,,0,0,3,9,2360
8732190070,20141002T000000,268000.0,3.0,,1980,12543,1.0,0,0,3,8,1180
2826049200,20140825T000000,451000.0,4.0,1.5,1620,5444,,0,0,3,8,1620
8682292190,20141215T000000,850000.0,,2.75,2700,9854,1.0,0,0,3,9,2700
2524049250,20140921T000000,1180000.0,,2.25,3270,16553,2.0,0,2,5,9,2470
7972603385,20140516T000000,245000.0,2.0,,870,6150,1.0,0,0,3,6,870
4454800060,20140626T000000,450000.0,2.0,1.75,840,3340,,0,0,3,6,700
8910500226,20150409T000000,370350.0,3.0,3.5,1340,1168,,0,2,3,8,1080
1972202505,20140729T000000,543000.0,3.0,2.5,1540,1256,3.0,0,0,3,8,1540
6303400520,20150127T000000,265000.0,2.0,2.0,1650,8975,1.0,0,0,5,6,1650
7852020340,20150325T000000,497000.0,3.0,,2630,4611,2.0,0,0,3,8,2630
3824100041,20150412T000000,419000.0,4.0,2.25,1880,9727,,0,0,3,7,1100
3904990260,20140724T000000,545800.0,4.0,2.5,1980,4500,,0,0,3,8,1980
204000140,20150403T000000,403000.0,3.0,1.0,1500,10730,1.0,0,0,3,7,1000
6083000071,20141110T000000,195000.0,3.0,,1230,8235,,0,0,3,6,1230
6819100111,20141211T000000,1125000.0,4.0,2.5,2520,2600,2.0,0,0,5,8,1670
7806210400,20140929T000000,255000.0,5.0,1.75,1970,8925,1.0,0,0,5,7,1170
4375700055,20140627T000000,500000.0,2.0,1.5,1520,8040,1.0,0,0,5,7,1520
207500012,20140505T000000,855000.0,4.0,2.75,2600,5390,1.0,0,0,4,8,1300
2731600045,20150107T000000,390000.0,4.0,2.0,2290,9200,1.5,0,0,3,7,2290
1953400570,20150324T000000,339000.0,,,1979,8470,1.0,0,2,4,7,1329
2883200139,20150306T000000,1325000.0,4.0,3.5,2170,3672,,0,0,3,9,2170
3345100251,20150217T000000,429900.0,4.0,,1820,17918,1.0,0,0,4,8,1190
1387301740,20140925T000000,370900.0,3.0,1.5,1200,8560,1.0,0,0,4,7,1200
3214200070,20150429T000000,457500.0,3.0,,1210,7636,1.0,0,0,4,7,1210
1937300193,20150227T000000,499000.0,4.0,2.5,1970,2601,2.0,?,0,3,7,1440
2821049082,20150212T000000,225000.0,2.0,1.0,1040,11500,,0,0,5,7,1040
2207500200,20140915T000000,615000.0,,,1920,4000,1.0,0,0,3,7,1070
9528104286,20150113T000000,455000.0,,,1020,1146,3.0,0,0,3,7,1020
8901001170,20140514T000000,458000.0,,1.0,1660,7500,,0,0,4,7,1060
3260200200,20141030T000000,580000.0,3.0,2.25,1670,7416,1.0,0,0,4,7,1220
1853080640,20140514T000000,966000.0,5.0,4.5,3810,8019,,0,0,3,10,3810
986000045,20141007T000000,240000.0,4.0,1.75,2020,10332,1.0,0,0,3,7,1010
4322200105,20150331T000000,229050.0,1.0,1.0,420,3298,1.0,0,0,4,4,420
1453600681,20150223T000000,328500.0,3.0,2.25,1390,1407,3.0,0,0,3,7,1390
3365900041,20150121T000000,319000.0,,1.5,2010,10100,1.0,0,0,4,7,1110
9294300070,20140502T000000,650000.0,4.0,2.0,1820,5000,1.5,0,1,3,7,1640
5096300140,20150217T000000,398500.0,3.0,,1630,1971,2.0,0,0,3,8,1630
985001275,20140620T000000,250000.0,1.0,1.0,800,16306,1.0,0,0,2,6,680
6669200370,20140626T000000,815000.0,,2.0,2270,11989,,0,0,4,9,2270
3885806840,20150316T000000,1065000.0,,2.75,2290,5002,2.0,0,0,4,9,1950
2025079037,20141001T000000,510000.0,3.0,,2750,219542,2.0,0,0,3,7,1870
3812400202,20141114T000000,156000.0,2.0,1.75,590,6138,,0,0,2,5,590
4136880140,20140522T000000,254500.0,4.0,2.75,2570,7264,,0,0,3,8,1720
258500059,20140721T000000,760000.0,,2.5,2050,15020,1.0,0,2,3,9,1600
8016250140,20150506T000000,210000.0,3.0,2.5,1610,6732,2.0,0,0,3,7,1610
5153100030,20140825T000000,349950.0,3.0,,2140,7715,2.0,0,0,3,7,2140
1377800135,20150402T000000,676000.0,,2.0,1730,6784,2.5,0,0,4,7,1730
7549800045,20150102T000000,475000.0,4.0,,2440,3052,,0,0,3,8,1940
3179101070,20140630T000000,880000.0,,2.75,3220,4392,1.5,0,0,4,9,2320
629800520,20140903T000000,1209000.0,,3.25,4330,26162,,0,0,3,11,4330
7129302800,20141212T000000,420000.0,3.0,1.5,1780,5000,1.0,0,4,4,7,1030
2450000320,20140523T000000,607000.0,,1.0,1230,8114,1.0,0,0,4,7,1230
6804600990,20141124T000000,475000.0,,,2160,19283,,0,0,3,8,2160
3389900800,20141022T000000,395000.0,2.0,1.75,1400,2500,,0,0,5,7,710
524059208,20150220T000000,650000.0,4.0,1.75,1900,10454,1.0,0,0,4,7,1180
1523069128,20150331T000000,625000.0,5.0,2.75,2910,85377,1.0,0,0,4,8,1510
5701700640,20140729T000000,849000.0,3.0,3.0,2960,42159,2.0,0,0,3,10,2960
4077800247,20140610T000000,429950.0,3.0,,2010,9480,1.0,0,0,3,8,1570
3629860160,20141028T000000,825000.0,3.0,2.5,3760,5260,2.0,0,0,3,9,3230
2877102180,20140829T000000,505000.0,2.0,,1020,5000,1.0,0,0,4,7,1020
7203101610,20140512T000000,265000.0,2.0,1.0,1290,2828,2.0,0,0,3,7,1290
3342100685,20140625T000000,283000.0,3.0,,890,8400,1.0,0,0,4,6,890
3575301550,20150407T000000,560000.0,3.0,2.75,1620,7500,,0,0,5,7,1140
1829300260,20141113T000000,765000.0,4.0,2.5,3360,13636,2.0,0,0,3,10,3360
6071000030,20140722T000000,610000.0,5.0,2.75,2930,31411,1.0,0,0,4,9,1520
4099100260,20140903T000000,589000.0,3.0,2.5,2940,4799,1.0,0,0,3,9,1710
3365900520,20140618T000000,192500.0,3.0,1.0,1080,8580,1.5,0,0,3,6,1080
8964800890,20150109T000000,3200000.0,3.0,3.25,4560,13363,1.0,0,4,3,11,2760
7977200055,20150213T000000,550000.0,3.0,1.0,1010,6120,,0,0,3,7,860
7589700106,20141014T000000,460000.0,2.0,1.5,1790,3760,1.5,0,0,4,8,1280
9324300030,20140703T000000,264500.0,4.0,2.25,2060,11385,,0,0,4,7,1200
5347200070,20150427T000000,339000.0,3.0,1.0,1150,2496,1.0,0,0,3,6,1010
2771600550,20141112T000000,950000.0,4.0,,4030,4200,3.0,0,0,3,9,4030
5456000135,20140822T000000,677500.0,3.0,1.75,2020,9718,1.0,0,0,3,8,2020
629811360,20141205T000000,690000.0,4.0,2.5,2740,8120,,0,0,3,9,2740
1354600160,20140509T000000,312000.0,4.0,,1930,7452,1.0,0,0,3,7,1430
8566100160,20141022T000000,840000.0,,1.75,2500,11617,,0,0,4,9,1560
5104520550,20140701T000000,357500.0,,,2080,5100,,0,0,3,8,2080
2819100140,20150427T000000,675000.0,3.0,,1460,6480,1.0,0,2,4,7,980
7298020140,20141021T000000,515000.0,,2.75,3290,11441,2.0,0,0,4,10,3290
8929000140,20140623T000000,491234.0,,,1540,1860,2.0,0,0,3,8,1540
9407600070,20150319T000000,290000.0,3.0,2.0,1310,6265,1.0,0,0,3,7,1310
2896000510,20140821T000000,490000.0,4.0,2.5,2120,7820,1.0,0,0,3,8,1280
1938000140,20150428T000000,810000.0,4.0,,2920,10424,1.0,0,0,5,8,1520
4331000400,20150220T000000,252000.0,3.0,1.5,1150,13200,1.0,0,0,3,7,1150
4031700030,20150410T000000,299999.0,3.0,2.5,2380,9719,2.0,0,0,3,8,2380
1722800860,20150309T000000,400000.0,3.0,2.75,2220,5000,2.0,?,0,3,7,2220
2491200955,20141229T000000,530000.0,,,3020,6000,1.5,0,0,5,7,1860
2013802030,20140911T000000,357000.0,3.0,,2460,53882,1.0,1,4,3,7,2460
1923300135,20150310T000000,365000.0,,1.75,1820,5555,1.0,0,0,4,7,1030
2391600335,20150203T000000,804000.0,,2.5,2620,5060,2.0,0,0,3,9,2620
2425039017,20140904T000000,808250.0,3.0,,1750,2640,1.0,0,0,3,8,1010
6752600320,20150514T000000,360000.0,4.0,2.5,2020,7289,2.0,0,0,3,7,2020
193300140,20141023T000000,240000.0,3.0,1.75,1240,10956,,0,0,3,6,1240
5651010320,20140722T000000,335000.0,,2.0,1380,5840,,0,0,3,7,1380
243000045,20140829T000000,380000.0,3.0,1.75,1920,8775,1.0,0,0,3,7,1920
1558100398,20140515T000000,350000.0,3.0,1.75,1680,250470,1.0,0,0,4,7,1070
4204400339,20140925T000000,194000.0,,1.0,1400,7955,1.0,0,0,3,7,1400
9567800140,20150325T000000,310000.0,3.0,,1240,7194,1.0,0,0,3,6,1090
4046500140,20150209T000000,315000.0,3.0,1.75,1410,15134,1.0,0,0,3,7,1410
2115510160,20141208T000000,258950.0,,,1440,8050,1.0,0,0,3,8,1440
9828702518,20140617T000000,479000.0,2.0,,1230,932,2.0,0,0,3,8,1020
3888100117,20141110T000000,510000.0,,,1550,9750,1.0,0,0,4,7,1550
1775900140,20140709T000000,400000.0,3.0,,1760,6875,1.0,0,0,4,8,1760
6645950070,20150401T000000,1450000.0,4.0,,5000,38012,2.0,0,0,3,11,3610
6840701160,20141029T000000,680000.0,5.0,2.0,2140,5000,1.5,0,0,4,7,2020
1336800240,20140508T000000,1750000.0,6.0,,3510,5760,2.5,0,0,4,10,3510
3830200140,20140804T000000,335000.0,3.0,1.75,2010,9417,1.0,0,0,4,8,1500
2473510260,20140623T000000,460000.0,5.0,2.5,3390,9760,1.0,0,0,5,8,1750
5056500260,20140502T000000,440000.0,4.0,2.25,2160,8119,1.0,0,0,3,8,1080
8682280260,20150326T000000,412250.0,2.0,2.0,1300,2983,1.0,0,0,3,8,1300
7338000800,20141120T000000,185000.0,,1.5,1280,4031,2.0,0,0,4,6,1280
3260701160,20150407T000000,286500.0,3.0,2.0,1840,8140,1.0,0,0,4,7,1040
3793500510,20150502T000000,422000.0,4.0,,3200,6691,2.0,0,0,3,7,3200
9485950340,20150319T000000,408000.0,,2.25,2800,35362,2.0,0,0,3,9,2800
2011400662,20141027T000000,306500.0,2.0,,1390,19988,1.0,0,2,4,7,1390
6699940320,20150413T000000,359900.0,,,2600,5188,2.0,0,0,3,8,2600
6134500070,20140709T000000,560000.0,,2.5,1960,6058,,0,0,3,8,1960
8807810890,20140827T000000,259875.0,,1.0,1250,21303,1.0,0,0,3,6,1250
8807810890,20141105T000000,385000.0,3.0,1.0,1250,21303,,0,0,3,6,1250
6453300055,20141007T000000,188000.0,1.0,,550,16345,1.0,0,0,3,4,550
1118001820,20140615T000000,1142000.0,4.0,3.25,2500,5801,1.5,0,0,3,8,1960
8570900023,20141010T000000,255000.0,,,1250,10094,1.0,?,0,4,6,1250
629000510,20140730T000000,1185000.0,4.0,2.75,3020,8622,,0,0,3,9,3020
2028701000,20140529T000000,635200.0,4.0,1.75,1640,4240,,0,0,5,7,920
7147400045,20150428T000000,355000.0,,1.75,1870,8250,2.0,0,0,3,7,1870
3180100023,20150130T000000,544000.0,3.0,2.5,1760,1755,3.5,0,0,3,8,1760
1032000079,20150422T000000,402000.0,3.0,1.5,1320,3145,2.0,0,0,3,7,1320
7010700860,20141226T000000,575000.0,4.0,1.5,1430,4163,1.5,0,0,3,7,1430
5547500070,20140724T000000,216000.0,3.0,1.75,1580,9705,,0,0,4,7,1580
7237501040,20140617T000000,1200000.0,4.0,3.5,4170,9748,2.0,0,0,3,11,4170
7284900030,20140522T000000,850000.0,,,3090,6744,,0,4,3,9,3090
3277801646,20140516T000000,238000.0,3.0,2.0,1020,1204,2.0,0,0,3,7,720
8722101370,20150413T000000,625000.0,4.0,1.75,2180,4431,1.5,0,0,3,8,2020
2436200200,20140701T000000,1110000.0,,3.25,3350,4000,2.0,0,0,4,8,2510
2716600273,20140528T000000,820000.0,3.0,,2510,5503,2.0,0,2,3,9,2510
1795700030,20141201T000000,355000.0,3.0,2.5,1880,5290,1.0,0,0,3,8,1250
9421500160,20150303T000000,495000.0,4.0,,1810,7998,,0,0,3,8,1210
4139910030,20150302T000000,1300000.0,,,4170,33310,2.0,0,0,4,11,4170
3080000030,20140505T000000,398750.0,3.0,2.5,2230,4000,2.0,0,0,3,7,2230
2568200070,20140716T000000,835000.0,4.0,2.5,3650,7784,2.0,0,0,3,9,3650
1546600565,20141002T000000,705000.0,6.0,2.75,2830,10579,1.0,0,0,4,8,1430
9187200045,20150504T000000,625000.0,4.0,1.5,2120,5000,2.0,0,0,4,8,2120
8078450340,20150211T000000,550000.0,4.0,2.5,2090,6926,2.0,0,0,3,8,2090
9297301535,20140529T000000,540000.0,3.0,1.5,2600,5085,1.0,0,0,4,7,1400
6431000196,20140604T000000,519000.0,2.0,1.0,830,2820,1.0,0,0,4,7,830
9406520260,20150128T000000,311000.0,,2.5,1975,8734,2.0,0,0,3,7,1975
9510900140,20150406T000000,305000.0,4.0,2.5,1900,7000,,0,0,2,7,1420
7932600140,20140703T000000,395000.0,4.0,2.75,2640,35070,1.5,0,0,3,8,2640
7864500140,20141107T000000,275000.0,4.0,1.5,1610,6923,1.0,0,0,3,6,1010
3629960550,20140807T000000,450000.0,3.0,3.25,1770,1863,2.0,0,0,3,8,1430
2239000016,20140911T000000,324000.0,,,1070,6000,,0,0,3,7,1070
1069000070,20150415T000000,2795000.0,5.0,3.25,4590,12793,2.0,0,2,5,11,3590
1972201550,20140716T000000,565000.0,,1.0,1540,2452,,0,0,4,7,1540
5469000140,20140707T000000,373000.0,,1.75,1590,7920,2.0,0,0,4,7,1590
7871500685,20140708T000000,613000.0,2.0,2.0,1170,1890,1.5,0,1,4,8,1170
7214820200,20141107T000000,614000.0,,,2880,9996,,0,0,4,8,1920
6072300800,20150505T000000,595000.0,4.0,,2510,8989,1.0,0,0,4,8,1680
6817801040,20140821T000000,440000.0,,1.0,1280,12086,1.0,0,0,3,7,850
6117500160,20150317T000000,425000.0,3.0,1.5,1570,12412,,0,3,3,8,1570
5100401516,20140925T000000,407000.0,,1.0,740,6380,1.0,0,0,3,6,740
6751100125,20140825T000000,472000.0,,1.5,1740,9038,1.0,0,0,4,7,1740
2771602420,20140617T000000,472000.0,3.0,2.5,1180,1262,3.0,0,0,3,8,1180
3585900045,20141022T000000,1250000.0,5.0,,2960,28300,1.0,0,3,4,9,2160
2492200055,20140708T000000,412000.0,,,1880,5752,1.0,0,0,4,7,940
461004730,20150406T000000,717000.0,3.0,1.0,1150,5000,1.0,0,0,3,8,1150
4038000055,20140812T000000,425000.0,,1.0,1320,7076,1.0,0,0,4,7,1320
4338800685,20140819T000000,299999.0,,2.0,1640,7200,1.0,0,0,5,6,820
2215901230,20150507T000000,254000.0,,2.0,1470,7694,1.0,0,0,4,7,1470
2730000270,20150212T000000,178500.0,3.0,1.0,900,10511,1.0,0,0,4,6,900
2397100560,20141121T000000,800000.0,3.0,,1510,3600,1.0,0,0,5,8,1230
5100403754,20140911T000000,420000.0,,,1440,5623,1.0,0,0,4,6,720
5634500891,20150312T000000,319900.0,,,1380,9251,1.0,0,0,3,7,1380
3834000004,20150302T000000,350000.0,2.0,1.5,1150,7552,1.0,0,1,3,7,1150
5569700075,20140528T000000,968000.0,6.0,,3610,17580,1.0,0,4,5,9,2070
476000338,20150225T000000,491000.0,3.0,2.0,1250,1306,,0,0,3,7,1250
3299610260,20150421T000000,948000.0,3.0,,3510,9824,2.0,0,0,3,9,3510
4441300075,20140924T000000,900000.0,3.0,,2260,9577,2.0,0,0,3,8,1700
1796200140,20150309T000000,270000.0,3.0,1.75,2840,9800,,0,0,4,7,1420
5029451230,20140617T000000,198000.0,,1.5,1430,7347,,0,0,3,7,820
2523039282,20141121T000000,250000.0,2.0,1.0,1420,21158,,0,0,3,7,1420
3629971290,20140730T000000,615000.0,4.0,,2120,3720,2.0,0,0,3,8,2120
8078350520,20140916T000000,550000.0,3.0,2.5,2080,7749,2.0,0,0,3,8,2080
3395380200,20141017T000000,190000.0,,2.5,1370,3438,2.0,0,0,3,7,1370
1687910200,20141007T000000,629000.0,,2.25,1900,11171,1.0,0,0,3,8,1280
3818700016,20141007T000000,434000.0,3.0,,1660,8301,1.0,0,0,5,7,1660
9842300036,20141008T000000,415885.0,3.0,1.0,1310,4163,,0,0,4,7,1310
4206901550,20140602T000000,550000.0,,2.5,1840,3035,,0,0,3,7,920
3878900681,20150121T000000,272000.0,1.0,0.75,1040,6034,,?,1,3,7,580
2195700270,20140627T000000,665000.0,,2.5,2610,35000,2.0,0,0,3,10,2610
2824059128,20141009T000000,510000.0,3.0,,1990,7405,1.0,0,0,5,7,1990
7635801370,20140904T000000,530000.0,,2.0,3080,17700,,0,0,4,8,1740
1775910270,20141020T000000,355000.0,,1.0,1200,16000,1.0,0,0,3,7,1200
5245400030,20150223T000000,255000.0,4.0,,1250,9102,,0,0,3,7,1250
2600400030,20140724T000000,790000.0,4.0,2.75,2640,9000,2.0,0,0,3,10,2640
3860900111,20141202T000000,695000.0,5.0,1.75,1790,9335,2.0,0,0,5,8,1790
9558800030,20141107T000000,255000.0,,2.0,1140,8400,1.0,0,0,2,7,1140
255000270,20140723T000000,410000.0,,,1790,5794,1.5,0,0,3,7,1380
3526039074,20140625T000000,650000.0,,,1910,16532,1.0,0,0,4,7,1420
4083304355,20150318T000000,675000.0,4.0,1.75,1530,3615,1.5,0,0,4,7,1530
6840701610,20140701T000000,332888.0,2.0,2.5,1050,1029,,0,0,3,8,950
2212200270,20150220T000000,300000.0,3.0,1.75,1730,6900,1.0,0,0,4,7,1130
2203500140,20140801T000000,320000.0,,1.5,1100,11824,1.0,0,0,4,7,1100
9353301070,20150508T000000,342500.0,5.0,2.25,2100,10726,1.0,0,0,4,7,1050
1326059185,20150320T000000,752875.0,4.0,,2800,72309,,0,0,3,9,2800
46100350,20140630T000000,1730000.0,,3.5,5000,26540,2.0,0,3,3,10,3410
7987400316,20140814T000000,255000.0,1.0,,880,1642,1.0,0,0,3,6,500
3971702325,20141103T000000,244000.0,3.0,,1470,9337,2.0,0,0,3,7,1470
7419500200,20150401T000000,1420000.0,5.0,3.25,3950,11438,2.0,0,2,3,10,3430
923049468,20141110T000000,218000.0,3.0,1.0,980,12812,1.0,0,0,3,7,980
5589300435,20141203T000000,359000.0,4.0,1.0,2180,10617,1.5,0,0,3,7,2180
3303990030,20141027T000000,840000.0,,2.75,3040,13559,,0,0,3,11,3040
2926069083,20140507T000000,900000.0,5.0,,4130,226076,2.0,0,0,3,9,3170
3622059157,20141009T000000,205000.0,,,1850,65340,1.5,0,0,4,7,1850
5466350160,20150121T000000,205000.0,3.0,2.5,1600,7295,2.0,0,0,2,7,1600
4174600262,20150408T000000,500000.0,,,2070,5432,,0,0,3,7,1370
9477940390,20150109T000000,510000.0,4.0,2.5,3180,5405,2.0,0,0,3,7,3180
1126069045,20140620T000000,1135000.0,6.0,4.25,6900,244716,2.0,0,0,4,9,4820
6096500105,20150430T000000,1545000.0,4.0,,2640,3000,2.0,0,0,3,7,2080
2923069037,20140721T000000,210000.0,3.0,1.5,1920,61014,1.0,0,0,3,6,1920
5649300160,20141209T000000,597500.0,3.0,,2030,32565,1.0,0,0,3,8,1600
3121059036,20141029T000000,400000.0,,1.0,1140,101529,1.5,0,0,3,6,1140
6136900045,20140821T000000,412000.0,3.0,1.0,1660,6992,1.0,0,0,5,7,1260
2426039247,20150325T000000,299950.0,2.0,,1390,1756,,0,0,3,7,1390
8818400340,20150423T000000,1081000.0,4.0,3.0,2490,4325,,0,0,3,8,1690
7429000240,20141118T000000,422500.0,4.0,,2550,8824,,0,0,3,9,2550
3888100030,20140714T000000,410000.0,3.0,2.0,1270,10227,1.0,0,0,4,6,1270
5699000070,20140528T000000,1400000.0,4.0,3.25,2980,7000,2.0,0,3,3,10,2140
8731982470,20140715T000000,245000.0,,2.0,1470,8000,1.0,0,0,4,8,1470
6899990200,20140702T000000,720000.0,,3.0,3550,12327,1.5,0,0,4,10,2180
4154300505,20141024T000000,315000.0,2.0,1.0,780,7200,1.0,0,0,2,6,780
9268710140,20150224T000000,191950.0,2.0,2.5,1390,1302,2.0,0,0,3,7,1390
9290860140,20140923T000000,455000.0,4.0,2.5,2440,5001,,0,0,3,8,2440
5708500270,20140516T000000,523000.0,3.0,1.5,1260,3135,1.5,0,0,3,8,1260
16000200,20141024T000000,250000.0,3.0,2.25,1640,4420,2.0,0,0,4,7,1640
1352300520,20150113T000000,294000.0,3.0,3.0,1670,4120,1.5,0,0,3,7,1140
5207200160,20141010T000000,490000.0,3.0,,2380,6000,1.0,0,0,3,8,2040
9284800844,20140916T000000,310000.0,4.0,,1030,5750,,0,0,3,7,1030
5602000105,20140721T000000,265000.0,3.0,1.5,1560,10489,1.0,0,0,5,7,1560
3585220340,20140811T000000,402000.0,,1.75,1640,10500,1.0,0,0,4,7,1010
220069083,20140509T000000,705000.0,2.0,,2200,188200,1.0,0,3,3,8,2200
5104531290,20141124T000000,589450.0,4.0,2.5,3190,7941,2.0,0,0,3,10,3190
8125200273,20141223T000000,219950.0,3.0,,1200,8404,,0,0,3,7,1200
3176600105,20140813T000000,750000.0,3.0,2.25,2250,5301,2.0,0,0,4,8,1510
6821101275,20140821T000000,478000.0,,1.75,1960,6000,1.0,0,0,4,7,980
5379802090,20140714T000000,170000.0,3.0,1.0,1250,7015,1.0,0,0,3,7,1250
3211240320,20140612T000000,489950.0,4.0,2.25,2640,31941,1.0,0,0,4,9,2640
486000520,20140606T000000,1370000.0,2.0,2.25,2460,16940,1.5,0,4,4,9,1930
705710640,20150302T000000,319950.0,3.0,,1700,7000,2.0,0,0,3,7,1700
2185000685,20141124T000000,208417.0,2.0,1.0,840,4200,1.0,0,0,3,5,840
7518502030,20141117T000000,410000.0,4.0,,1900,5100,1.0,0,0,3,6,950
4078300024,20140725T000000,590000.0,4.0,2.75,2160,4205,1.0,0,3,3,7,1080
6071400710,20150429T000000,648000.0,3.0,1.75,1610,10229,,0,0,5,8,1610
4136950200,20140627T000000,255000.0,3.0,2.5,1720,6194,,0,0,3,8,1720
9527300200,20140825T000000,465000.0,4.0,2.75,2190,3267,2.0,0,0,3,8,2190
6071000310,20150128T000000,622000.0,4.0,1.75,3020,10714,1.0,0,0,5,8,1510
9183702220,20140915T000000,306000.0,3.0,1.75,1980,9800,1.0,0,0,3,7,1980
