id,Reviews,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
5695,38,0,Everyone,Food & Drink,"June 9, 2018",1.1.2,4.0.3 and up
5696,6207063,0,Everyone,,"August 3, 2018",Varies with device,Varies with device
5697,631,0,Everyone,Tools,"September 22, 2016",Varies with device,Varies with device
5698,617,0,Everyone,,"April 17, 2018",1.5.3,4.1 and up
5699,215,0,Teen,Books & Reference,"March 6, 2018",1.2,4.0 and up
5700,25,0,Everyone,,"March 8, 2017",1.2,4.1 and up
5701,6,0,Everyone,Entertainment,"January 19, 2018",1.0,4.4 and up
5702,35,$2.49,Everyone,,"September 22, 2016",Varies with device,Varies with device
5703,1275373,0,Teen,,"July 3, 2018",1.021.10,4.1 and up
5704,43,0,Everyone,Video Players & Editors,"April 27, 2018",1.0,4.1 and up
5705,258277,0,Everyone,Video Players & Editors,"August 3, 2018",Varies with device,4.3 and up
5706,171,0,Everyone,Video Players & Editors,"August 10, 2017",1.1,4.1 and up
5707,1434,0,Everyone,Communication,"March 6, 2014",1.2.5,2.3 and up
5708,22,0,Everyone,Video Players & Editors,"March 6, 2018",1.0.1,4.0 and up
5709,701,0,Everyone,Tools,"July 31, 2018",Cow V3.15,4.3 and up
5710,2420,0,Everyone,Tools,"June 3, 2016",1.1.8,2.3.3 and up
5711,251,0,Everyone,Finance,"October 12, 2017",1.0.5,4.0 and up
5712,11,0,Teen,,"August 23, 2017",3.4.0,4.1 and up
5713,90,$2.99,Everyone,Photography,"October 19, 2017",13,2.3.3 and up
5714,4,0,Everyone,Communication,"July 9, 2018",2.1.9,5.1 and up
5715,1170641,0,Everyone,Tools,"July 26, 2018",4.2.1.4174,4.1 and up
5716,174,0,Everyone,Entertainment,"June 29, 2016",1.0.3,4.0 and up
5717,150,0,Everyone,,"June 1, 2018",Cow V3.11,4.1 and up
5718,259,0,Everyone,,"February 22, 2017",1.3.2,4.0 and up
5719,9,0,Everyone,Lifestyle,"July 18, 2018",7.2.2,4.1 and up
5720,2598579,0,Everyone,Tools,"July 24, 2018",11.17.4.1024,4.1 and up
5721,574719,0,Everyone,,"July 16, 2018",5.0.0.1442,4.1 and up
5722,250,0,Everyone,,"July 31, 2018",Cow V3.15,4.3 and up
5723,78,0,Everyone,Video Players & Editors,"September 19, 2013",1.3,1.6 and up
5724,98,0,Everyone,,"August 4, 2014",1.5,2.2 and up
5725,27,0,Everyone,Tools,"May 17, 2016",1.1.6,4.0.3 and up
5726,24,0,Everyone,Productivity,"July 12, 2017",2.0.1,4.2 and up
5727,91,0,Everyone,,"April 5, 2018",5.2.002,4.1 and up
5728,78629,0,Everyone,Tools,"July 20, 2018",3.4.406,4.0.3 and up
5729,955614,0,Teen,Action,"June 26, 2018",5.1.2,3.0 and up
5730,82,0,Everyone,Lifestyle,"July 26, 2015",2.1,2.3.3 and up
5731,0,0,Everyone,Food & Drink,"July 11, 2018",1.0.136,6.0 and up
5732,648380,0,Everyone,,"August 1, 2018",4.6.4,4.1 and up
5733,7317,0,Teen,,"July 4, 2018",1.0.08.73,4.0.3 and up
5734,4,0,Everyone,Casual,"February 6, 2018",1.0,4.0 and up
5735,0,0,Everyone,Personalization,"March 17, 2017",Varies with device,Varies with device
5736,1659,0,Everyone,Video Players & Editors,"July 6, 2017",1.1,5.0 and up
5737,14,0,Everyone,Food & Drink,"June 6, 2018",2.7.0,4.1 and up
5738,18325,0,Everyone,Photography,"September 3, 2017",Varies with device,Varies with device
5739,8,0,Everyone,,"October 7, 2016",1.0,2.3 and up
5740,3,$19.90,Everyone,Business,"December 22, 2016",1.6.2,4.0 and up
5741,725,0,Everyone,,"March 14, 2018",2.0,4.3 and up
5742,2158,0,Everyone,Tools,"March 7, 2018",2.0,4.3 and up
5743,2,0,Everyone,Health & Fitness,"October 24, 2017",0.9.16,Varies with device
5744,7718,0,Everyone,Action,"August 2, 2018",1.0-a22936.127,5.0 and up
5745,249,0,Everyone,Tools,"March 17, 2018",2.0,4.3 and up
5746,9,0,Everyone,News & Magazines,"June 4, 2018",1.0.3,4.1 and up
5747,29062,0,Everyone,,"September 15, 2017",2.10,2.3 and up
5748,11,0,Everyone,,"July 5, 2018",3.3.2,4.0.3 and up
5749,484,0,Everyone,Tools,"March 6, 2018",2.0,4.3 and up
5750,202,0,Everyone,,"March 15, 2018",2.0,4.3 and up
5751,0,0,Everyone,Education,"June 26, 2018",3.0.10,4.0.3 and up
5752,40,$1.99,Everyone,,"March 7, 2018",2.0,4.3 and up
5753,1948,0,Everyone,News & Magazines,"February 22, 2018",Varies with device,Varies with device
5754,0,0,Everyone 10+,,"August 28, 2015",Varies with device,Varies with device
5755,2,0,Everyone,Tools,"January 30, 2018",3.1.1,2.3 and up
5756,9,0,Everyone,Tools,"May 17, 2018",2.7,6.0 and up
5757,4,$1.99,Everyone,Tools,"March 15, 2018",2.0,4.3 and up
5758,1,0,Teen,Entertainment,"June 24, 2015",2,2.2 and up
5759,52,0,Everyone,Tools,"March 17, 2018",2.0,4.3 and up
5760,294,0,Everyone,,"March 10, 2018",2.0,4.3 and up
5761,35572,0,Teen,Arcade,"September 4, 2013",Varies with device,Varies with device
5762,20973,0,Everyone,Business,"August 1, 2018",8.2.0.84,4.0 and up
5763,21,0,Everyone,News & Magazines,"May 31, 2017",3.9.4,4.0.3 and up
5764,5,0,Everyone,Books & Reference,"October 8, 2016",1.0,2.3 and up
5765,492,0,Teen,Action,"April 6, 2017",1.0,4.0.3 and up
5766,114,0,Everyone,,"March 30, 2018",3.1.0.2,4.3 and up
5767,1604146,0,Teen,Action,"June 27, 2018",4.8.0,4.1 and up
5768,285,$0.99,Everyone,Personalization,"June 4, 2018",2.5.21,Varies with device
5769,260137,0,Everyone 10+,Weather,"July 16, 2018",3.8.1,4.1 and up
5770,2079,0,Everyone,,"June 6, 2015",1.2.2,3.0 and up
5771,8346,0,Everyone,Business,"September 20, 2017",Varies with device,4.0 and up
5772,1,0,Everyone,News & Magazines,"July 15, 2015",1.0,2.2 and up
5773,7264,$1.99,Everyone,Personalization,"November 16, 2017",3.6.46,Varies with device
5774,6205,0,Everyone,,"February 5, 2018",Varies with device,Varies with device
5775,1156,0,Everyone,,"October 20, 2015",1.3.9b,4.3 and up
5776,6,0,Everyone,Books & Reference,"February 14, 2017",5.0,3.0 and up
5777,1,0,Everyone,,"April 5, 2018",10,4.1 and up
5778,127,$0.99,Everyone,,"December 24, 2017",7.0.1,4.3 and up
5779,19666,0,Everyone,,"April 11, 2018",Varies with device,Varies with device
5780,2808,0,Everyone,News & Magazines,"February 8, 2016",Varies with device,Varies with device
5781,54,0,Everyone,,"June 8, 2018",2.1,5.0 and up
5782,24775,0,Everyone 10+,Puzzle,"October 12, 2015",1.2.1,2.3.3 and up
5783,3845,0,Everyone 10+,Arcade,"August 3, 2018",1.6.1,4.1 and up
5784,244,0,Everyone,Business,"October 26, 2015",3.3,2.3.3 and up
5785,15765,0,Everyone,,"September 12, 2014",2.0,2.2 and up
5786,305,0,Everyone,Lifestyle,"July 4, 2017",1.5.0,4.4 and up
5787,141,0,Everyone,,"May 26, 2018",1.0.6,4.1 and up
5788,4546,0,Everyone,Finance,"February 8, 2018",1.2.3,4.0 and up
5789,1,0,Everyone,Arcade,"May 25, 2018",0.1,4.1 and up
5790,21,0,Everyone,Arcade,"May 28, 2018",0.1,4.1 and up
5791,924,0,Everyone,Arcade,"October 21, 2017",1.5.2,3.0 and up
5792,569,0,Everyone,Video Players & Editors,"November 11, 2015",1.0.9,3.0 and up
5793,1,0,Everyone,Communication,"October 2, 2014",1.0.0,2.2 and up
5794,18,0,Everyone,Simulation,"December 1, 2017",1.0,4.1 and up
5795,29,0,Everyone 10+,Arcade,"October 22, 2017",1.3.3,4.2 and up
5796,8,0,Everyone,Arcade,"June 26, 2018",1.1,4.1 and up
5797,1,0,Everyone,,"July 8, 2017",1.0,4.1 and up
5798,52,0,Everyone,Action,"June 26, 2018",1.0.5,4.1 and up
5799,0,0,Everyone,Business,"February 15, 2018",1.0.5,4.4 and up
5800,17,0,Everyone,,"June 4, 2018",3_1,4.4 and up
5801,0,0,Everyone,Tools,"October 10, 2017",1.0.2,4.3 and up
5802,56,0,Everyone,Tools,"December 19, 2016",1.3.2,3.1 and up
5803,15806,0,Teen,Arcade,"June 6, 2018",1.0.7,4.1 and up
5804,2,0,Everyone,Casual,"January 4, 2018",1.0.0,4.1 and up
5805,0,$0.99,Everyone,Education,"February 22, 2018",1.2,4.0.3 and up
5806,440,0,Everyone,,"November 26, 2012",1.0.6,2.1 and up
5807,69,0,Teen,Action,"November 25, 2017",1.0,4.0.3 and up
5808,1,0,Everyone,,"May 31, 2018",1.0.0,4.0 and up
5809,94,0,Everyone,,"July 9, 2018",1.0.2,4.3 and up
5810,2,0,Everyone,Business,"July 12, 2018",1.6(3)-demo,4.0.3 and up
5811,1,0,Everyone,,"July 14, 2017",1.0,4.0.3 and up
5812,53,0,Everyone,Adventure,"February 23, 2015",3.0,2.3.3 and up
5813,2,$0.99,Everyone,Personalization,"August 18, 2017",1.0,2.3 and up
5814,291,0,Everyone,,"September 14, 2017",2.04,4.1 and up
5815,71,0,Teen,Action,"December 1, 2016",1.1,2.3 and up
5816,53,0,Everyone,Education,"February 28, 2018",1.3,4.0.3 and up
5817,1,0,Everyone,,"August 2, 2018",Varies with device,Varies with device
5818,5,0,Everyone,,"February 16, 2017",1.3,4.1 and up
5819,6344,0,Everyone,,"April 4, 2018",1.7,4.1 and up
5820,10,0,Everyone,Lifestyle,"August 31, 2015",1.0.0,4.0 and up
5821,12,0,Everyone,Sports,"January 26, 2018",5.0.3,4.2 and up
5822,6,0,Everyone,,"September 14, 2017",1.2,4.0 and up
5823,7,0,Everyone,Arcade,"September 27, 2017",1.1,4.2 and up
5824,10446,0,Everyone,Casual,"July 13, 2018",1.0.142,4.0.3 and up
5825,0,0,Everyone 10+,Action,"June 25, 2018",Varies with device,Varies with device
5826,9,0,Teen,,"February 3, 2017",2.6,4.0 and up
5827,82,0,Everyone,,"July 6, 2015",1.0.2,2.3 and up
5828,11,0,Teen,Video Players & Editors,"May 4, 2018",1.0.261,2.3 and up
5829,2,0,Teen,Shopping,"February 16, 2018",1.2,4.1 and up
5830,111,0,Everyone,Books & Reference,"May 21, 2018",1.6.2,4.1 and up
5831,11,0,Everyone,,"October 27, 2015",3.0.0,2.1 and up
5832,12,0,Everyone,Tools,"May 15, 2017",2.2,5.0 and up
5833,0,$1.99,Everyone,Education,"June 13, 2014",1.2,3.0 and up
5834,4,0,Everyone,Video Players & Editors,"September 11, 2017",1.1,4.0 and up
5835,0,$0.99,Everyone,Personalization,"December 26, 2017",1.0.0,4.4 and up
5836,0,0,Mature 17+,Entertainment,"July 29, 2018",3.0,2.3 and up
5837,1213,0,Everyone,,"January 23, 2018",1.06,2.3 and up
5838,0,0,Mature 17+,Entertainment,"July 30, 2018",3.0,2.3 and up
5839,37,0,Everyone,Personalization,"July 21, 2016",1.0,4.1 and up
5840,6,0,Everyone,Lifestyle,"February 17, 2018",1.0.2,4.1 and up
5841,649,0,Everyone,Lifestyle,"March 14, 2017",1.3.1,4.0.3 and up
5842,3,0,Everyone,Personalization,"December 10, 2017",1.0.0,4.3 and up
5843,72,0,Everyone,Books & Reference,"December 21, 2015",1.0,2.3 and up
5844,0,0,Everyone,Entertainment,"July 13, 2018",1.0,4.1 and up
5845,489,0,Everyone 10+,,"March 17, 2015",1.0.3.1,4.0 and up
5846,0,0,Everyone,Health & Fitness,"July 9, 2018",4.2.2,4.1 and up
5847,0,$0.99,Everyone,Arcade,"July 7, 2018",1.0,4.1 and up
5848,484,$4.99,Mature 17+,Lifestyle,"July 17, 2018",Varies with device,Varies with device
5849,23,0,Everyone,Education,"September 12, 2016",1.0,2.2 and up
5850,2954,0,Mature 17+,Lifestyle,"July 17, 2018",Varies with device,Varies with device
5851,27,0,Everyone,Books & Reference,"January 30, 2018",1.0,4.0 and up
5852,1,0,Everyone,Business,"May 22, 2018",1.1.1,4.4 and up
5853,41,0,Everyone,Education,"December 13, 2017",10.6,4.2 and up
5854,26,0,Everyone,,"May 23, 2018",1.2,4.4 and up
5855,8,0,Teen,Business,"July 11, 2018",1.0,4.0.3 and up
5856,0,0,Everyone,,"July 9, 2018",1.0,4.1 and up
5857,7168735,0,Teen,Entertainment,"July 16, 2018",Varies with device,Varies with device
5858,0,0,Everyone,,"October 31, 2017",1.1.0,4.0 and up
5859,115,0,Everyone,Weather,"February 23, 2017",1.4,4.1 and up
5860,9895,0,Everyone,Tools,"February 3, 2017",2.0,4.2 and up
5861,162530,0,Mature 17+,Racing,"July 2, 2018",1.0.0.0,4.1 and up
5862,39779,0,Everyone,,"August 5, 2016",4.0.1,4.0.3 and up
5863,254518,0,Mature 17+,Action,"July 9, 2018",2.0,4.0 and up
5864,647721,0,Everyone,Personalization,"July 24, 2018",Varies with device,Varies with device
5865,88901,0,Teen,Action,"May 24, 2018",11.0.0,4.0 and up
5866,65146,0,Mature 17+,,"May 31, 2018",2.1,4.0 and up
5867,104551,0,Everyone,Video Players & Editors,"December 19, 2017",1.0.10,2.2 and up
5868,66321,0,Everyone,,"June 11, 2018",2.4,4.1 and up
5869,29270,0,Everyone,,"July 25, 2018",1.4.3,4.0.3 and up
5870,751911,0,Everyone,Video Players & Editors,"August 2, 2018",Varies with device,5.0 and up
5871,1520,0,Everyone,,"December 31, 2016",1.4,4.4 and up
5872,97,0,Everyone,Entertainment,"July 9, 2018",2.0.0(9),4.0.3 and up
5873,11087,0,Everyone,Libraries & Demo,"March 16, 2017",4.1.4,5.0 and up
5874,26426,0,Everyone,Education;Education,"August 2, 2018",4.1.0,4.4 and up
5875,2332,0,Everyone,Photography,"August 28, 2015",2.2,5.0 and up
5876,2728,0,Everyone,,"October 5, 2016",1.0.5,4.1 and up
5877,60,0,Everyone,,"March 19, 2018",1.0,5.0 and up
5878,227,0,Everyone,Education,"October 12, 2017",2.9.0,4.1 and up
5879,24,0,Everyone,Tools,"April 11, 2016",1.0,2.2 and up
5880,132,0,Everyone,,"March 6, 2018",5.805.180306,4.1 and up
5881,463,0,Everyone,Finance,"April 5, 2018",4.2.31,4.2 and up
5882,70,0,Everyone,Video Players & Editors,"July 7, 2018",1.9,4.1 and up
5883,17,0,Everyone,Video Players & Editors,"July 23, 2018",1.0,4.4 and up
5884,3,0,Everyone,Medical,"May 24, 2018",1.4,3.2 and up
5885,306,0,Everyone,Casual,"April 17, 2014",Varies with device,Varies with device
5886,162,0,Everyone,,"May 25, 2018",1.2.1,4.1 and up
5887,44,0,Everyone,Finance,"April 5, 2018",4.2.31,4.2 and up
5888,24,0,Everyone,Entertainment,"June 5, 2018",1.0.15,4.1 and up
5889,12,0,Teen,Education,"June 27, 2018",3.8.0,4.1 and up
5890,201,0,Everyone,Travel & Local,"July 16, 2018",7.9.2.6,4.4 and up
5891,386,0,Everyone,Lifestyle,"February 18, 2017",2.1.5,4.0 and up
5892,30,0,Everyone,Maps & Navigation,"April 2, 2015",1.0.10,4.0 and up
5893,100,0,Everyone,,"June 13, 2017",3.0.830,4.0 and up
5894,285,0,Everyone,,"November 7, 2017",4.7,4.1 and up
5895,16,0,Everyone,,"April 2, 2018",3.4.4,4.2 and up
5896,13,0,Everyone,Entertainment,"August 2, 2018",1.0.4,4.1 and up
5897,9,0,Everyone,,"October 18, 2017",1.6,4.4 and up
5898,43,0,Everyone,Travel & Local,"March 7, 2017",16.51.1,2.3 and up
5899,109,0,Everyone,Education,"February 15, 2018",6.0.3,4.4 and up
5900,5300,0,Everyone,Books & Reference,"November 28, 2017",9.1.284,4.1 and up
5901,265,0,Everyone,Health & Fitness,"August 13, 2015",2.1,3.0 and up
5902,13,0,Everyone,,"March 23, 2017",1.0,2.3.3 and up
5903,65,0,Everyone,Travel & Local,"April 6, 2017",6.0.19,4.1 and up
5904,112,0,Everyone,,"June 5, 2018",1.5,4.0 and up
5905,367,0,Everyone,Entertainment,"May 17, 2018",1.0.19,4.1 and up
5906,126,0,Teen,Comics,"July 24, 2018",1.0.4,4.0.3 and up
5907,127,0,Everyone,Lifestyle,"June 3, 2016",3.0.0,4.1 and up
5908,134,0,Everyone,Travel & Local,"June 20, 2018",6.3.4,4.0.3 and up
5909,149,0,Everyone,Tools,"March 28, 2016",1.9,3.2 and up
5910,40,$8.49,Everyone,,"August 18, 2016",1.0.1,4.1 and up
5911,25726,0,Everyone,Travel & Local,"July 24, 2018",4.20,4.4 and up
5912,31,$3.99,Everyone,Finance,"July 15, 2018",2.9.1,2.1 and up
5913,23,$3.99,Everyone,Finance,"December 14, 2016",1.9.10,3.0 and up
5914,87,0,Everyone,Business,"April 26, 2018",1.6.0.0,4.0 and up
5915,36,$1.99,Everyone,,"November 16, 2015",1.3.3,2.3 and up
5916,22,0,Everyone,Productivity,"July 22, 2018",1.2.1,4.0.3 and up
5917,1734,0,Everyone,Strategy,"June 8, 2016",1.0.3,4.0 and up
5918,2,$1.49,Everyone,Arcade,"February 8, 2017",1.0.4,2.3 and up
5919,6,0,Everyone,Travel & Local,"June 27, 2018",2.2.0,4.1 and up
5920,196,0,Everyone,Adventure,"March 22, 2016",1.0.4,2.3 and up
5921,20,0,Everyone,,"July 2, 2017",1.1,4.0.3 and up
5922,0,0,Everyone,Communication,"January 31, 2018",1.0,4.0.3 and up
5923,303,0,Everyone,Entertainment,"July 22, 2018",2.0.5,4.1 and up
5924,0,0,Everyone,Travel & Local,"August 13, 2016",1.0,4.0.3 and up
5925,1,$1.99,Everyone,,"May 30, 2016",1.1,2.2 and up
5926,31,0,Everyone,,"July 19, 2016",0.0.1,4.1 and up
5927,23,0,Everyone,Educational;Education,"November 28, 2017",1.0.2,2.3 and up
5928,3,$1.49,Everyone,Education,"March 3, 2017",1.2,2.3 and up
5929,226,0,Everyone,,"May 30, 2017",1.0.0,2.3 and up
5930,66,0,Everyone,,"February 25, 2018",1.0.0,2.3 and up
5931,32,0,Everyone,Education,"November 29, 2017",6,4.0.3 and up
5932,285,0,Everyone,Education,"January 5, 2018",1.0.5,4.4 and up
5933,1491,0,Everyone,Education,"October 31, 2017",1.3,4.1 and up
5934,13,0,Everyone,Entertainment,"September 23, 2015",1.0,1.6 and up
5935,592,0,Everyone,,"January 2, 2018",1.0.23,2.3 and up
5936,181,0,Everyone,Entertainment,"June 14, 2018",1.2.1,5.0 and up
5937,690,0,Everyone,,"September 29, 2015",1.2.3,2.2 and up
5938,227,0,Everyone,Educational;Education,"February 24, 2018",1.0,2.3 and up
5939,287,0,Everyone,,"July 30, 2018",1.8,4.2 and up
5940,677,0,Everyone,News & Magazines,"June 7, 2017",5.5.2,4.0 and up
5941,27,0,Everyone,,"July 6, 2018",1.0,4.2 and up
5942,8,0,Everyone,,"April 18, 2018",1.1.1,4.0.3 and up
5943,0,$2.99,Everyone,Productivity,"December 1, 2017",1.0,4.0 and up
5944,3,0,Everyone,Education,"July 16, 2017",1.0.2,5.0 and up
5945,26,0,Everyone,Tools,"November 2, 2015",1.1,2.3 and up
5946,0,$2.99,Everyone,Education,"April 15, 2016",1.0,3.0 and up
5947,79826,0,Everyone 10+,Strategy,"July 26, 2018",4.0.4,4.1 and up
5948,3647,0,Everyone,News & Magazines,"February 25, 2017",4.1.1,4.0 and up
5949,242096,0,Everyone,Sports,"August 2, 2018",3.4.4,4.1 and up
5950,862,0,Everyone,,"April 10, 2018",7.8.0,5.0 and up
5951,3452530,0,Everyone,Action,"February 7, 2018",1.9.6.6,4.0.3 and up
5952,2,0,Teen,Social,"July 28, 2018",1.0.1,4.4 and up
5953,16973,0,Everyone,Travel & Local,"July 18, 2018",Varies with device,Varies with device
5954,1424,0,Everyone,Educational,"June 7, 2018",2.2,4.1 and up
5955,169661,0,Everyone,,"August 1, 2018",1.246,4.1 and up
5956,172,$2.99,Everyone,,"July 10, 2018",1.5,4.0.3 and up
5957,7441,0,Everyone 10+,Strategy,"August 2, 2018",0.1.801,2.3 and up
5958,55,$4.49,Everyone,Sports,"August 3, 2018",2.0.38,4.0.3 and up
5959,496,0,Everyone,,"July 27, 2018",8.0.226,4.4 and up
5960,25,$3.99,Everyone,Sports,"February 18, 2015",2.1,2.3 and up
5961,11,0,Everyone,,"March 14, 2018",2.6.12,4.1 and up
5962,31,$0.99,Everyone,Casual,"August 15, 2013",1.48,2.0 and up
5963,21,0,Everyone,Education,"May 10, 2018",3.2,4.0.3 and up
5964,10,0,Everyone,Entertainment,"June 22, 2016",0.0.7,4.0.3 and up
5965,43252,0,Everyone,,"July 18, 2018",4.4.7,Varies with device
5966,492,0,Everyone,Lifestyle,"October 5, 2015",3.6,2.2 and up
5967,5,$1.75,Everyone,,"October 8, 2015",1.0,4.1 and up
5968,0,0,Everyone 10+,,"February 19, 2016",3.0,2.2 and up
5969,8,0,Everyone,,"January 19, 2016",1.2,4.1 and up
5970,4,0,Everyone,Productivity,"June 25, 2018",3.3.8,4.0 and up
5971,7,0,Everyone,Travel & Local,"October 9, 2017",2.0.0,4.4W and up
5972,36151,0,Everyone,Simulation,"April 22, 2017",2.7,3.2 and up
5973,113,0,Everyone,Lifestyle,"September 30, 2016",3.0.0,4.0 and up
5974,8343,$4.99,Everyone,Parenting,"July 10, 2018",6.3.16,4.0.3 and up
5975,27,0,Everyone,Tools,"May 31, 2018",10.1.0,5.0 and up
5976,209,0,Teen,,"July 13, 2018",7.0,4.0 and up
5977,0,0,Everyone,Lifestyle,"June 21, 2018",4.1.0,4.0.3 and up
5978,0,$1.49,Everyone,,"April 9, 2012",1.0,2.1 and up
5979,1,$1.49,Everyone,Education,"April 9, 2012",1.0,2.1 and up
5980,382,0,Everyone,Travel & Local,"February 1, 2018",2.1.3,5.0 and up
5981,5,0,Everyone,Photography,"January 10, 2018",1.0,4.0.3 and up
5982,8,0,Everyone,Video Players & Editors,"October 12, 2017",Final,4.0 and up
5983,27135,$4.99,Everyone,Productivity,"May 24, 2018",Varies with device,Varies with device
5984,20,0,Everyone,,"August 2, 2016",1.7,4.0 and up
5985,7,0,Everyone,Education,"July 10, 2017",3.5,4.1 and up
5986,1,0,Everyone,,"April 17, 2018",1.2,4.2 and up
5987,20,0,Everyone,Sports,"December 8, 2017",3.1,4.4 and up
5988,7,0,Everyone,,"June 22, 2018",Varies with device,4.4 and up
5989,1,0,Everyone,Travel & Local,"November 8, 2017",1.0,4.1 and up
5990,112,0,Everyone,Medical,"July 12, 2018",4.5.2,4.4 and up
5991,14,0,Everyone,,"January 19, 2015",1.2,4.0 and up
5992,1,0,Everyone,Business,"January 17, 2018",1.1.0,4.0 and up
5993,3,0,Everyone,Medical,"July 12, 2018",4.5.2,4.4 and up
5994,4,0,Everyone,Education,"January 25, 2018",6.0.2,4.4 and up
5995,6230,$11.99,Everyone,Maps & Navigation,"August 3, 2018",Varies with device,Varies with device
5996,3,0,Everyone,,"January 12, 2016",1.0,4.2 and up
5997,4,0,Teen,Entertainment,"June 28, 2015",1,2.2 and up
5998,5,0,Everyone,Education,"July 3, 2018",1.6.7.1,4.1 and up
5999,0,0,Everyone,,"April 23, 2018",Varies with device,4.0.3 and up
6000,137377,0,Everyone,Simulation,"April 12, 2017",2.2,4.0.3 and up
6001,7461,0,Everyone,Entertainment,"May 20, 2018",4.2.1,4.1 and up
6002,120,0,Everyone,Lifestyle,"February 23, 2018",1.5.1,4.1 and up
6003,17,0,Everyone,,"July 19, 2018",1.5.0,5.0 and up
6004,39109,0,Everyone,,"December 20, 2017",6.5,4.0 and up
6005,5988,0,Everyone,,"May 16, 2016",Varies with device,Varies with device
6006,10341,0,Everyone,,"July 5, 2018",5.2.4,4.1 and up
6007,193,0,Everyone,Entertainment,"April 29, 2017",1.3,4.0 and up
6008,21,0,Everyone,,"December 18, 2015",6.1,4.2 and up
6009,45,0,Everyone,Health & Fitness,"September 12, 2016",1.0,4.1 and up
6010,1476,0,Teen,Comics,"June 11, 2018",7.3,4.0 and up
6011,539,0,Everyone,Entertainment,"August 1, 2018",1.3,4.2 and up
6012,1,0,Everyone,,"December 4, 2015",1.0,4.1 and up
6013,30,0,Everyone,News & Magazines,"March 20, 2018",1.5,4.0.3 and up
6014,289,0,Everyone,Finance,"May 4, 2018",1.2,4.1 and up
6015,540,0,Everyone,,"August 1, 2018",2.4,4.1 and up
6016,4496,0,Everyone,Comics,"October 29, 2017",2.3.216,2.3 and up
6017,9,0,Everyone,Business,"October 8, 2016",1.0,3.0 and up
6018,247,0,Everyone,Productivity,"June 22, 2016",1.2,4.0.3 and up
6019,123,0,Everyone,,"March 15, 2017",3.15317,3.0 and up
6020,93,0,Everyone,Productivity,"July 17, 2018",2.3.14,4.3 and up
6021,197,0,Everyone,Books & Reference,"January 3, 2017",1.2,4.1 and up
6022,16,0,Everyone,,"July 6, 2017",1.2,4.1 and up
6023,5,0,Everyone,Entertainment,"April 13, 2018",1.1,4.0.3 and up
6024,49,0,Everyone,Maps & Navigation,"October 16, 2017",2.0,4.2 and up
6025,41,0,Everyone,Productivity,"August 1, 2018",1.3.13,4.3 and up
6026,1238,0,Everyone,Sports,"January 15, 2018",3.0,4.0.3 and up
6027,205,0,Everyone,Education,"November 29, 2017",9.0,4.0.3 and up
6028,12,0,Everyone,,"October 7, 2017",3.0,4.0.3 and up
6029,474,0,Everyone,Communication,"August 5, 2016",0.0.5,4.0 and up
6030,69,0,Everyone,Entertainment,"May 4, 2015",1.1,4.0 and up
6031,2,0,Everyone,,"July 15, 2016",3.7.5,2.0 and up
6032,29,0,Everyone,Communication,"July 9, 2018",1.8.3,4.1 and up
6033,4071,0,Teen,Books & Reference,"April 3, 2018",Varies with device,Varies with device
6034,142,0,Everyone,,"June 7, 2018",2.4,4.0 and up
6035,103,0,Everyone,,"July 11, 2018",3.4,4.0 and up
6036,12,0,Everyone,,"October 7, 2015",1.1,3.0 and up
6037,3347,0,Everyone,,"July 18, 2018",1.1.15.12,4.4 and up
6038,983,0,Everyone,,"June 12, 2018",1.0,4.0 and up
6039,63,0,Everyone,Business,"September 13, 2015",3.0.1,2.3.3 and up
6040,1988,0,Everyone,Tools,"August 3, 2018",Cow V3.15,4.3 and up
6041,29,0,Everyone,Tools,"July 13, 2017",1.0,4.1 and up
6042,3491,0,Everyone,,"July 31, 2018",Cow V3.15,4.3 and up
6043,533,0,Everyone,Tools,"July 31, 2018",Cow V3.15,4.3 and up
6044,2,0,Everyone,Education,"July 22, 2017",1.0,3.2 and up
6045,7,0,Everyone,Communication,"September 6, 2016",1.01,2.0 and up
6046,15,0,Everyone,,"June 19, 2018",2.1,4.0.3 and up
6047,6,0,Everyone,Communication,"July 4, 2018",2.0,4.1 and up
6048,7,0,Everyone,Communication,"October 8, 2015",1.0,4.1 and up
6049,13,0,Everyone,,"March 9, 2018",1.2,4.0.3 and up
6050,967,0,Everyone,Finance,"August 2, 2018",1.2.1,4.1 and up
6051,4396,0,Everyone,Trivia,"April 12, 2017",1.5,2.3 and up
6052,192851,0,Everyone,,"September 12, 2017",Varies with device,Varies with device
6053,8418,0,Everyone,Lifestyle,"July 11, 2018",1.2.9,4.4 and up
6054,9443,0,Teen,Simulation,"December 12, 2016",1.8.0,4.0.3 and up
6055,3156484,0,Everyone,,"July 31, 2018",6.9.031,4.1 and up
6056,20,0,Teen,Social,"November 10, 2016",1.2,4.4 and up
6057,787,$1.99,Everyone,Health & Fitness,"July 31, 2018",1.4.7,4.0.3 and up
6058,838,0,Teen,Personalization,"March 30, 2018",1.70,4.1 and up
6059,2806,0,Teen,Entertainment,"March 20, 2018",3.6,2.3 and up
6060,66033,0,Everyone,Casual,"January 1, 2018",2.5.1,4.0 and up
6061,7557,0,Everyone,Sports,"March 12, 2018",2.2.1,4.2 and up
6062,44,0,Teen,Personalization,"May 26, 2016",1.3,4.0 and up
