id,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
12695,Israel2008,,"215,840,354,627",32874.0,Millenials
12696,Israel2008,,"215,840,354,627",32874.0,Boomers
12697,Israel2008,,"215,840,354,627",32874.0,Generation X
12698,Israel2008,,"215,840,354,627",,Silent
12699,Israel2008,,"215,840,354,627",32874.0,Silent
12700,Israel2008,,"215,840,354,627",,Generation X
12701,Israel2008,,"215,840,354,627",,Boomers
12702,Israel2008,,"215,840,354,627",32874.0,Millenials
12703,Israel2008,,"215,840,354,627",32874.0,Generation Z
12704,Israel2008,,"215,840,354,627",32874.0,Generation Z
12705,Israel2009,,"207,419,370,241",30812.0,Silent
12706,Israel2009,,"207,419,370,241",30812.0,Silent
12707,Israel2009,,"207,419,370,241",30812.0,Generation X
12708,Israel2009,,"207,419,370,241",30812.0,Boomers
12709,Israel2009,,"207,419,370,241",30812.0,Millenials
12710,Israel2009,,"207,419,370,241",30812.0,Silent
12711,Israel2009,,"207,419,370,241",,Silent
12712,Israel2009,,"207,419,370,241",30812.0,Boomers
12713,Israel2009,,"207,419,370,241",30812.0,Generation X
12714,Israel2009,,"207,419,370,241",30812.0,Millenials
12715,Israel2009,,"207,419,370,241",30812.0,Generation Z
12716,Israel2009,,"207,419,370,241",30812.0,Generation Z
12717,Israel2010,0.883,"233,609,522,091",34104.0,Silent
12718,Israel2010,0.883,"233,609,522,091",34104.0,Silent
12719,Israel2010,0.883,"233,609,522,091",34104.0,Generation X
12720,Israel2010,0.883,"233,609,522,091",34104.0,Generation X
12721,Israel2010,0.883,"233,609,522,091",34104.0,Millenials
12722,Israel2010,0.883,"233,609,522,091",34104.0,Silent
12723,Israel2010,0.883,"233,609,522,091",34104.0,Silent
12724,Israel2010,0.883,"233,609,522,091",34104.0,Generation X
12725,Israel2010,0.883,"233,609,522,091",34104.0,Millenials
12726,Israel2010,0.883,"233,609,522,091",34104.0,Generation X
12727,Israel2010,0.883,"233,609,522,091",34104.0,Generation Z
12728,Israel2010,0.883,"233,609,522,091",34104.0,Generation Z
12729,Israel2011,0.888,"261,628,548,084",37528.0,Silent
12730,Israel2011,0.888,"261,628,548,084",37528.0,Boomers
12731,Israel2011,0.888,"261,628,548,084",37528.0,Generation X
12732,Israel2011,0.888,"261,628,548,084",37528.0,Millenials
12733,Israel2011,0.888,"261,628,548,084",37528.0,Millenials
12734,Israel2011,0.888,"261,628,548,084",37528.0,Boomers
12735,Israel2011,0.888,"261,628,548,084",37528.0,Silent
12736,Israel2011,0.888,"261,628,548,084",,Millenials
12737,Israel2011,0.888,"261,628,548,084",37528.0,Generation X
12738,Israel2011,0.888,"261,628,548,084",,Millenials
12739,Israel2011,0.888,"261,628,548,084",,Generation Z
12740,Israel2011,0.888,"261,628,548,084",,Generation Z
12741,Israel2012,0.89,"257,296,579,579",36263.0,Silent
12742,Israel2012,0.89,"257,296,579,579",,Boomers
12743,Israel2012,0.89,"257,296,579,579",36263.0,Generation X
12744,Israel2012,0.89,"257,296,579,579",36263.0,Millenials
12745,Israel2012,0.89,"257,296,579,579",36263.0,Millenials
12746,Israel2012,0.89,"257,296,579,579",36263.0,Silent
12747,Israel2012,0.89,"257,296,579,579",36263.0,Boomers
12748,Israel2012,0.89,"257,296,579,579",,Millenials
12749,Israel2012,0.89,"257,296,579,579",36263.0,Millenials
12750,Israel2012,0.89,"257,296,579,579",36263.0,Generation X
12751,Israel2012,0.89,"257,296,579,579",,Generation Z
12752,Israel2012,0.89,"257,296,579,579",36263.0,Generation Z
12753,Israel2013,0.893,"292,489,185,194",40477.0,Silent
12754,Israel2013,0.893,"292,489,185,194",40477.0,Boomers
12755,Israel2013,0.893,"292,489,185,194",40477.0,Generation X
12756,Israel2013,0.893,"292,489,185,194",40477.0,Millenials
12757,Israel2013,0.893,"292,489,185,194",40477.0,Silent
12758,Israel2013,0.893,"292,489,185,194",40477.0,Millenials
12759,Israel2013,0.893,"292,489,185,194",40477.0,Boomers
12760,Israel2013,0.893,"292,489,185,194",40477.0,Generation X
12761,Israel2013,0.893,"292,489,185,194",,Millenials
12762,Israel2013,0.893,"292,489,185,194",,Generation Z
12763,Israel2013,0.893,"292,489,185,194",40477.0,Millenials
12764,Israel2013,0.893,"292,489,185,194",40477.0,Generation Z
12765,Israel2014,0.894,"308,416,982,140",,Silent
12766,Israel2014,0.894,"308,416,982,140",41869.0,Generation X
12767,Israel2014,0.894,"308,416,982,140",41869.0,Boomers
12768,Israel2014,0.894,"308,416,982,140",41869.0,Millenials
12769,Israel2014,0.894,"308,416,982,140",41869.0,Millenials
12770,Israel2014,0.894,"308,416,982,140",,Silent
12771,Israel2014,0.894,"308,416,982,140",41869.0,Boomers
12772,Israel2014,0.894,"308,416,982,140",41869.0,Generation X
12773,Israel2014,0.894,"308,416,982,140",41869.0,Millenials
12774,Israel2014,0.894,"308,416,982,140",41869.0,Millenials
12775,Israel2014,0.894,"308,416,982,140",41869.0,Generation Z
12776,Israel2014,0.894,"308,416,982,140",41869.0,Generation Z
12777,Israel2015,,"299,093,839,690",39793.0,Silent
12778,Israel2015,,"299,093,839,690",39793.0,Boomers
12779,Israel2015,,"299,093,839,690",39793.0,Generation X
12780,Israel2015,,"299,093,839,690",,Millenials
12781,Israel2015,,"299,093,839,690",39793.0,Silent
12782,Israel2015,,"299,093,839,690",39793.0,Millenials
12783,Israel2015,,"299,093,839,690",39793.0,Boomers
12784,Israel2015,,"299,093,839,690",39793.0,Millenials
12785,Israel2015,,"299,093,839,690",39793.0,Generation X
12786,Israel2015,,"299,093,839,690",39793.0,Millenials
12787,Israel2015,,"299,093,839,690",,Generation Z
12788,Israel2015,,"299,093,839,690",39793.0,Generation Z
12789,Italy1985,0.738,"450,725,816,043",,G.I. Generation
12790,Italy1985,0.738,"450,725,816,043",8329.0,G.I. Generation
12791,Italy1985,0.738,"450,725,816,043",8329.0,Silent
12792,Italy1985,0.738,"450,725,816,043",8329.0,G.I. Generation
12793,Italy1985,0.738,"450,725,816,043",8329.0,G.I. Generation
12794,Italy1985,0.738,"450,725,816,043",,Boomers
12795,Italy1985,0.738,"450,725,816,043",8329.0,Generation X
12796,Italy1985,0.738,"450,725,816,043",,Silent
12797,Italy1985,0.738,"450,725,816,043",8329.0,Boomers
12798,Italy1985,0.738,"450,725,816,043",8329.0,Generation X
12799,Italy1985,0.738,"450,725,816,043",8329.0,Generation X
12800,Italy1985,0.738,"450,725,816,043",8329.0,Generation X
12801,Italy1986,,"638,273,986,102",,G.I. Generation
12802,Italy1986,,"638,273,986,102",,G.I. Generation
12803,Italy1986,,"638,273,986,102",11762.0,Silent
12804,Italy1986,,"638,273,986,102",11762.0,G.I. Generation
12805,Italy1986,,"638,273,986,102",11762.0,G.I. Generation
12806,Italy1986,,"638,273,986,102",11762.0,Boomers
12807,Italy1986,,"638,273,986,102",11762.0,Silent
12808,Italy1986,,"638,273,986,102",11762.0,Generation X
12809,Italy1986,,"638,273,986,102",11762.0,Boomers
12810,Italy1986,,"638,273,986,102",,Generation X
12811,Italy1986,,"638,273,986,102",11762.0,Generation X
12812,Italy1986,,"638,273,986,102",11762.0,Generation X
12813,Italy1987,,"803,055,418,883",14756.0,G.I. Generation
12814,Italy1987,,"803,055,418,883",14756.0,G.I. Generation
12815,Italy1987,,"803,055,418,883",,Silent
12816,Italy1987,,"803,055,418,883",14756.0,G.I. Generation
12817,Italy1987,,"803,055,418,883",,Boomers
12818,Italy1987,,"803,055,418,883",14756.0,G.I. Generation
12819,Italy1987,,"803,055,418,883",14756.0,Generation X
12820,Italy1987,,"803,055,418,883",14756.0,Silent
12821,Italy1987,,"803,055,418,883",14756.0,Boomers
12822,Italy1987,,"803,055,418,883",14756.0,Generation X
12823,Italy1987,,"803,055,418,883",14756.0,Generation X
12824,Italy1987,,"803,055,418,883",14756.0,Generation X
12825,Italy1988,,"888,667,913,419",16282.0,G.I. Generation
12826,Italy1988,,"888,667,913,419",16282.0,G.I. Generation
12827,Italy1988,,"888,667,913,419",16282.0,G.I. Generation
12828,Italy1988,,"888,667,913,419",16282.0,Silent
12829,Italy1988,,"888,667,913,419",16282.0,Boomers
12830,Italy1988,,"888,667,913,419",16282.0,G.I. Generation
12831,Italy1988,,"888,667,913,419",16282.0,Generation X
12832,Italy1988,,"888,667,913,419",16282.0,Silent
12833,Italy1988,,"888,667,913,419",16282.0,Boomers
12834,Italy1988,,"888,667,913,419",16282.0,Generation X
12835,Italy1988,,"888,667,913,419",16282.0,Generation X
12836,Italy1988,,"888,667,913,419",16282.0,Generation X
12837,Italy1989,,"925,598,068,021",16922.0,G.I. Generation
12838,Italy1989,,"925,598,068,021",16922.0,G.I. Generation
12839,Italy1989,,"925,598,068,021",,Silent
12840,Italy1989,,"925,598,068,021",16922.0,Boomers
12841,Italy1989,,"925,598,068,021",16922.0,G.I. Generation
12842,Italy1989,,"925,598,068,021",16922.0,G.I. Generation
12843,Italy1989,,"925,598,068,021",16922.0,Generation X
12844,Italy1989,,"925,598,068,021",16922.0,Silent
12845,Italy1989,,"925,598,068,021",,Boomers
12846,Italy1989,,"925,598,068,021",16922.0,Generation X
12847,Italy1989,,"925,598,068,021",16922.0,Generation X
12848,Italy1989,,"925,598,068,021",16922.0,Generation X
12849,Italy1990,0.766,"1,177,326,294,441",21472.0,G.I. Generation
12850,Italy1990,0.766,"1,177,326,294,441",21472.0,G.I. Generation
12851,Italy1990,0.766,"1,177,326,294,441",,Silent
12852,Italy1990,0.766,"1,177,326,294,441",21472.0,Boomers
12853,Italy1990,0.766,"1,177,326,294,441",21472.0,G.I. Generation
12854,Italy1990,0.766,"1,177,326,294,441",21472.0,G.I. Generation
12855,Italy1990,0.766,"1,177,326,294,441",21472.0,Generation X
12856,Italy1990,0.766,"1,177,326,294,441",21472.0,Silent
12857,Italy1990,0.766,"1,177,326,294,441",21472.0,Boomers
12858,Italy1990,0.766,"1,177,326,294,441",21472.0,Generation X
12859,Italy1990,0.766,"1,177,326,294,441",21472.0,Generation X
12860,Italy1990,0.766,"1,177,326,294,441",21472.0,Generation X
12861,Italy1991,,"1,242,109,397,534",22805.0,G.I. Generation
12862,Italy1991,,"1,242,109,397,534",22805.0,Silent
12863,Italy1991,,"1,242,109,397,534",22805.0,Boomers
12864,Italy1991,,"1,242,109,397,534",22805.0,Boomers
12865,Italy1991,,"1,242,109,397,534",22805.0,G.I. Generation
12866,Italy1991,,"1,242,109,397,534",22805.0,Silent
12867,Italy1991,,"1,242,109,397,534",,Generation X
12868,Italy1991,,"1,242,109,397,534",22805.0,Boomers
12869,Italy1991,,"1,242,109,397,534",22805.0,Boomers
12870,Italy1991,,"1,242,109,397,534",,Generation X
12871,Italy1991,,"1,242,109,397,534",22805.0,Millenials
12872,Italy1991,,"1,242,109,397,534",22805.0,Millenials
12873,Italy1992,,"1,315,806,985,860",24297.0,G.I. Generation
12874,Italy1992,,"1,315,806,985,860",24297.0,Silent
12875,Italy1992,,"1,315,806,985,860",24297.0,Boomers
12876,Italy1992,,"1,315,806,985,860",24297.0,Boomers
12877,Italy1992,,"1,315,806,985,860",24297.0,G.I. Generation
12878,Italy1992,,"1,315,806,985,860",24297.0,Silent
12879,Italy1992,,"1,315,806,985,860",24297.0,Generation X
12880,Italy1992,,"1,315,806,985,860",24297.0,Boomers
12881,Italy1992,,"1,315,806,985,860",24297.0,Boomers
12882,Italy1992,,"1,315,806,985,860",24297.0,Generation X
12883,Italy1992,,"1,315,806,985,860",24297.0,Millenials
12884,Italy1992,,"1,315,806,985,860",24297.0,Millenials
12885,Italy1993,,"1,061,445,225,791",19605.0,G.I. Generation
12886,Italy1993,,"1,061,445,225,791",19605.0,Silent
12887,Italy1993,,"1,061,445,225,791",19605.0,Boomers
12888,Italy1993,,"1,061,445,225,791",19605.0,Boomers
12889,Italy1993,,"1,061,445,225,791",19605.0,G.I. Generation
12890,Italy1993,,"1,061,445,225,791",19605.0,Silent
12891,Italy1993,,"1,061,445,225,791",19605.0,Generation X
12892,Italy1993,,"1,061,445,225,791",19605.0,Boomers
12893,Italy1993,,"1,061,445,225,791",19605.0,Boomers
12894,Italy1993,,"1,061,445,225,791",19605.0,Generation X
12895,Italy1993,,"1,061,445,225,791",19605.0,Millenials
12896,Italy1993,,"1,061,445,225,791",19605.0,Millenials
12897,Italy1994,,"1,095,590,833,694",20235.0,G.I. Generation
12898,Italy1994,,"1,095,590,833,694",20235.0,Silent
12899,Italy1994,,"1,095,590,833,694",20235.0,Boomers
12900,Italy1994,,"1,095,590,833,694",20235.0,Boomers
12901,Italy1994,,"1,095,590,833,694",20235.0,G.I. Generation
12902,Italy1994,,"1,095,590,833,694",20235.0,Generation X
12903,Italy1994,,"1,095,590,833,694",20235.0,Silent
12904,Italy1994,,"1,095,590,833,694",20235.0,Boomers
12905,Italy1994,,"1,095,590,833,694",20235.0,Boomers
12906,Italy1994,,"1,095,590,833,694",20235.0,Generation X
12907,Italy1994,,"1,095,590,833,694",20235.0,Millenials
12908,Italy1994,,"1,095,590,833,694",,Millenials
12909,Italy1995,0.799,"1,170,787,352,906",21625.0,G.I. Generation
12910,Italy1995,0.799,"1,170,787,352,906",21625.0,Silent
12911,Italy1995,0.799,"1,170,787,352,906",21625.0,Boomers
12912,Italy1995,0.799,"1,170,787,352,906",21625.0,Generation X
12913,Italy1995,0.799,"1,170,787,352,906",21625.0,G.I. Generation
12914,Italy1995,0.799,"1,170,787,352,906",,Generation X
12915,Italy1995,0.799,"1,170,787,352,906",21625.0,Silent
12916,Italy1995,0.799,"1,170,787,352,906",21625.0,Boomers
12917,Italy1995,0.799,"1,170,787,352,906",21625.0,Generation X
12918,Italy1995,0.799,"1,170,787,352,906",,Generation X
12919,Italy1995,0.799,"1,170,787,352,906",21625.0,Millenials
12920,Italy1995,0.799,"1,170,787,352,906",21625.0,Millenials
12921,Italy1996,,"1,308,929,351,236",24172.0,G.I. Generation
12922,Italy1996,,"1,308,929,351,236",,Silent
12923,Italy1996,,"1,308,929,351,236",24172.0,Boomers
12924,Italy1996,,"1,308,929,351,236",24172.0,Generation X
12925,Italy1996,,"1,308,929,351,236",24172.0,G.I. Generation
12926,Italy1996,,"1,308,929,351,236",24172.0,Generation X
12927,Italy1996,,"1,308,929,351,236",,Silent
12928,Italy1996,,"1,308,929,351,236",24172.0,Boomers
12929,Italy1996,,"1,308,929,351,236",24172.0,Generation X
12930,Italy1996,,"1,308,929,351,236",24172.0,Generation X
12931,Italy1996,,"1,308,929,351,236",24172.0,Millenials
12932,Italy1996,,"1,308,929,351,236",24172.0,Millenials
12933,Italy1997,,"1,239,050,932,242",22869.0,G.I. Generation
12934,Italy1997,,"1,239,050,932,242",22869.0,Silent
12935,Italy1997,,"1,239,050,932,242",22869.0,Boomers
12936,Italy1997,,"1,239,050,932,242",,Generation X
12937,Italy1997,,"1,239,050,932,242",22869.0,Generation X
12938,Italy1997,,"1,239,050,932,242",22869.0,G.I. Generation
12939,Italy1997,,"1,239,050,932,242",22869.0,Silent
12940,Italy1997,,"1,239,050,932,242",22869.0,Boomers
12941,Italy1997,,"1,239,050,932,242",22869.0,Generation X
12942,Italy1997,,"1,239,050,932,242",22869.0,Generation X
12943,Italy1997,,"1,239,050,932,242",22869.0,Millenials
12944,Italy1997,,"1,239,050,932,242",,Millenials
12945,Italy1998,,"1,266,309,245,009",23342.0,G.I. Generation
12946,Italy1998,,"1,266,309,245,009",23342.0,Silent
12947,Italy1998,,"1,266,309,245,009",23342.0,Generation X
12948,Italy1998,,"1,266,309,245,009",,Boomers
12949,Italy1998,,"1,266,309,245,009",23342.0,Generation X
12950,Italy1998,,"1,266,309,245,009",23342.0,G.I. Generation
12951,Italy1998,,"1,266,309,245,009",23342.0,Silent
12952,Italy1998,,"1,266,309,245,009",23342.0,Boomers
12953,Italy1998,,"1,266,309,245,009",23342.0,Generation X
12954,Italy1998,,"1,266,309,245,009",23342.0,Generation X
12955,Italy1998,,"1,266,309,245,009",23342.0,Millenials
12956,Italy1998,,"1,266,309,245,009",23342.0,Millenials
12957,Italy1999,,"1,248,563,179,203",23002.0,G.I. Generation
12958,Italy1999,,"1,248,563,179,203",23002.0,Silent
12959,Italy1999,,"1,248,563,179,203",,Boomers
12960,Italy1999,,"1,248,563,179,203",23002.0,Generation X
12961,Italy1999,,"1,248,563,179,203",23002.0,Generation X
12962,Italy1999,,"1,248,563,179,203",23002.0,G.I. Generation
12963,Italy1999,,"1,248,563,179,203",23002.0,Silent
12964,Italy1999,,"1,248,563,179,203",23002.0,Boomers
12965,Italy1999,,"1,248,563,179,203",23002.0,Generation X
12966,Italy1999,,"1,248,563,179,203",23002.0,Generation X
12967,Italy1999,,"1,248,563,179,203",23002.0,Millenials
12968,Italy1999,,"1,248,563,179,203",23002.0,Millenials
12969,Italy2000,0.829,"1,141,759,996,315",21027.0,G.I. Generation
12970,Italy2000,0.829,"1,141,759,996,315",21027.0,Silent
12971,Italy2000,0.829,"1,141,759,996,315",21027.0,Boomers
12972,Italy2000,0.829,"1,141,759,996,315",21027.0,Generation X
12973,Italy2000,0.829,"1,141,759,996,315",21027.0,G.I. Generation
12974,Italy2000,0.829,"1,141,759,996,315",,Generation X
12975,Italy2000,0.829,"1,141,759,996,315",21027.0,Silent
12976,Italy2000,0.829,"1,141,759,996,315",21027.0,Boomers
12977,Italy2000,0.829,"1,141,759,996,315",21027.0,Generation X
12978,Italy2000,0.829,"1,141,759,996,315",21027.0,Generation X
12979,Italy2000,0.829,"1,141,759,996,315",21027.0,Millenials
12980,Italy2000,0.829,"1,141,759,996,315",21027.0,Millenials
12981,Italy2001,,"1,162,317,852,349",21392.0,Silent
12982,Italy2001,,"1,162,317,852,349",21392.0,Silent
12983,Italy2001,,"1,162,317,852,349",21392.0,Boomers
12984,Italy2001,,"1,162,317,852,349",21392.0,Generation X
12985,Italy2001,,"1,162,317,852,349",21392.0,Millenials
12986,Italy2001,,"1,162,317,852,349",21392.0,Silent
12987,Italy2001,,"1,162,317,852,349",21392.0,Silent
12988,Italy2001,,"1,162,317,852,349",21392.0,Boomers
12989,Italy2001,,"1,162,317,852,349",21392.0,Generation X
12990,Italy2001,,"1,162,317,852,349",,Millenials
12991,Italy2001,,"1,162,317,852,349",21392.0,Millenials
12992,Italy2001,,"1,162,317,852,349",21392.0,Millenials
12993,Italy2002,,"1,266,510,634,293",23227.0,Silent
12994,Italy2002,,"1,266,510,634,293",23227.0,Silent
12995,Italy2002,,"1,266,510,634,293",23227.0,Boomers
12996,Italy2002,,"1,266,510,634,293",,Generation X
12997,Italy2002,,"1,266,510,634,293",23227.0,Millenials
12998,Italy2002,,"1,266,510,634,293",23227.0,Silent
12999,Italy2002,,"1,266,510,634,293",23227.0,Silent
13000,Italy2002,,"1,266,510,634,293",,Boomers
13001,Italy2002,,"1,266,510,634,293",23227.0,Generation X
13002,Italy2002,,"1,266,510,634,293",,Millenials
13003,Italy2002,,"1,266,510,634,293",,Millenials
13004,Italy2002,,"1,266,510,634,293",23227.0,Millenials
13005,Italy2003,,"1,569,649,661,400",28572.0,Silent
13006,Italy2003,,"1,569,649,661,400",28572.0,Silent
13007,Italy2003,,"1,569,649,661,400",28572.0,Boomers
13008,Italy2003,,"1,569,649,661,400",28572.0,Generation X
13009,Italy2003,,"1,569,649,661,400",28572.0,Silent
13010,Italy2003,,"1,569,649,661,400",28572.0,Millenials
13011,Italy2003,,"1,569,649,661,400",28572.0,Silent
13012,Italy2003,,"1,569,649,661,400",28572.0,Boomers
13013,Italy2003,,"1,569,649,661,400",28572.0,Generation X
13014,Italy2003,,"1,569,649,661,400",28572.0,Millenials
13015,Italy2003,,"1,569,649,661,400",28572.0,Millenials
13016,Italy2003,,"1,569,649,661,400",28572.0,Millenials
13017,Italy2004,,"1,798,314,750,435",32704.0,Silent
13018,Italy2004,,"1,798,314,750,435",32704.0,Silent
13019,Italy2004,,"1,798,314,750,435",32704.0,Boomers
13020,Italy2004,,"1,798,314,750,435",32704.0,Generation X
13021,Italy2004,,"1,798,314,750,435",32704.0,Silent
13022,Italy2004,,"1,798,314,750,435",,Millenials
13023,Italy2004,,"1,798,314,750,435",32704.0,Silent
13024,Italy2004,,"1,798,314,750,435",32704.0,Boomers
13025,Italy2004,,"1,798,314,750,435",32704.0,Generation X
13026,Italy2004,,"1,798,314,750,435",,Millenials
13027,Italy2004,,"1,798,314,750,435",32704.0,Millenials
13028,Italy2004,,"1,798,314,750,435",32704.0,Millenials
13029,Italy2005,0.856,"1,852,661,982,341",33536.0,Silent
13030,Italy2005,0.856,"1,852,661,982,341",33536.0,Silent
13031,Italy2005,0.856,"1,852,661,982,341",33536.0,Boomers
13032,Italy2005,0.856,"1,852,661,982,341",33536.0,Generation X
13033,Italy2005,0.856,"1,852,661,982,341",33536.0,Silent
13034,Italy2005,0.856,"1,852,661,982,341",33536.0,Millenials
13035,Italy2005,0.856,"1,852,661,982,341",,Silent
13036,Italy2005,0.856,"1,852,661,982,341",33536.0,Boomers
13037,Italy2005,0.856,"1,852,661,982,341",,Generation X
13038,Italy2005,0.856,"1,852,661,982,341",33536.0,Millenials
13039,Italy2005,0.856,"1,852,661,982,341",33536.0,Millenials
13040,Italy2005,0.856,"1,852,661,982,341",33536.0,Millenials
13041,Italy2006,,"1,942,633,797,516",,Silent
13042,Italy2006,,"1,942,633,797,516",34578.0,Silent
13043,Italy2006,,"1,942,633,797,516",,Boomers
13044,Italy2006,,"1,942,633,797,516",,Generation X
13045,Italy2006,,"1,942,633,797,516",,Millenials
13046,Italy2006,,"1,942,633,797,516",34578.0,Silent
13047,Italy2006,,"1,942,633,797,516",,Silent
13048,Italy2006,,"1,942,633,797,516",34578.0,Boomers
13049,Italy2006,,"1,942,633,797,516",,Generation X
13050,Italy2006,,"1,942,633,797,516",34578.0,Millenials
13051,Italy2006,,"1,942,633,797,516",34578.0,Millenials
13052,Italy2006,,"1,942,633,797,516",34578.0,Millenials
13053,Italy2007,,"2,203,053,380,783",38935.0,Silent
13054,Italy2007,,"2,203,053,380,783",38935.0,Silent
13055,Italy2007,,"2,203,053,380,783",38935.0,Boomers
13056,Italy2007,,"2,203,053,380,783",38935.0,Generation X
13057,Italy2007,,"2,203,053,380,783",38935.0,Millenials
13058,Italy2007,,"2,203,053,380,783",38935.0,Silent
13059,Italy2007,,"2,203,053,380,783",,Silent
13060,Italy2007,,"2,203,053,380,783",38935.0,Boomers
13061,Italy2007,,"2,203,053,380,783",38935.0,Generation X
13062,Italy2007,,"2,203,053,380,783",38935.0,Millenials
13063,Italy2007,,"2,203,053,380,783",38935.0,Generation Z
13064,Italy2007,,"2,203,053,380,783",38935.0,Generation Z
13065,Italy2008,,"2,390,729,163,615",41935.0,Silent
13066,Italy2008,,"2,390,729,163,615",41935.0,Silent
13067,Italy2008,,"2,390,729,163,615",41935.0,Boomers
13068,Italy2008,,"2,390,729,163,615",41935.0,Generation X
13069,Italy2008,,"2,390,729,163,615",41935.0,Millenials
13070,Italy2008,,"2,390,729,163,615",41935.0,Silent
13071,Italy2008,,"2,390,729,163,615",41935.0,Silent
13072,Italy2008,,"2,390,729,163,615",41935.0,Boomers
13073,Italy2008,,"2,390,729,163,615",41935.0,Generation X
13074,Italy2008,,"2,390,729,163,615",,Millenials
13075,Italy2008,,"2,390,729,163,615",41935.0,Generation Z
13076,Italy2008,,"2,390,729,163,615",41935.0,Generation Z
13077,Italy2009,,"2,185,160,183,384",38101.0,Silent
13078,Italy2009,,"2,185,160,183,384",,Silent
13079,Italy2009,,"2,185,160,183,384",38101.0,Boomers
13080,Italy2009,,"2,185,160,183,384",38101.0,Generation X
13081,Italy2009,,"2,185,160,183,384",38101.0,Millenials
13082,Italy2009,,"2,185,160,183,384",38101.0,Silent
13083,Italy2009,,"2,185,160,183,384",38101.0,Silent
13084,Italy2009,,"2,185,160,183,384",38101.0,Boomers
13085,Italy2009,,"2,185,160,183,384",38101.0,Generation X
13086,Italy2009,,"2,185,160,183,384",38101.0,Millenials
13087,Italy2009,,"2,185,160,183,384",38101.0,Generation Z
13088,Italy2009,,"2,185,160,183,384",38101.0,Generation Z
13089,Italy2010,0.869,"2,125,058,244,243",36869.0,Silent
13090,Italy2010,0.869,"2,125,058,244,243",36869.0,Silent
13091,Italy2010,0.869,"2,125,058,244,243",,Generation X
13092,Italy2010,0.869,"2,125,058,244,243",36869.0,Generation X
13093,Italy2010,0.869,"2,125,058,244,243",36869.0,Millenials
13094,Italy2010,0.869,"2,125,058,244,243",,Silent
13095,Italy2010,0.869,"2,125,058,244,243",36869.0,Silent
13096,Italy2010,0.869,"2,125,058,244,243",,Generation X
13097,Italy2010,0.869,"2,125,058,244,243",,Generation X
13098,Italy2010,0.869,"2,125,058,244,243",36869.0,Millenials
13099,Italy2010,0.869,"2,125,058,244,243",36869.0,Generation Z
13100,Italy2010,0.869,"2,125,058,244,243",36869.0,Generation Z
13101,Italy2011,0.873,"2,276,292,404,601",40210.0,Silent
13102,Italy2011,0.873,"2,276,292,404,601",40210.0,Boomers
13103,Italy2011,0.873,"2,276,292,404,601",40210.0,Generation X
13104,Italy2011,0.873,"2,276,292,404,601",40210.0,Millenials
13105,Italy2011,0.873,"2,276,292,404,601",40210.0,Millenials
13106,Italy2011,0.873,"2,276,292,404,601",40210.0,Silent
13107,Italy2011,0.873,"2,276,292,404,601",40210.0,Boomers
13108,Italy2011,0.873,"2,276,292,404,601",40210.0,Generation X
13109,Italy2011,0.873,"2,276,292,404,601",,Millenials
13110,Italy2011,0.873,"2,276,292,404,601",,Millenials
13111,Italy2011,0.873,"2,276,292,404,601",40210.0,Generation Z
13112,Italy2011,0.873,"2,276,292,404,601",,Generation Z
13113,Italy2012,0.872,"2,072,823,157,060",36497.0,Silent
13114,Italy2012,0.872,"2,072,823,157,060",36497.0,Boomers
13115,Italy2012,0.872,"2,072,823,157,060",36497.0,Generation X
13116,Italy2012,0.872,"2,072,823,157,060",36497.0,Millenials
13117,Italy2012,0.872,"2,072,823,157,060",36497.0,Millenials
13118,Italy2012,0.872,"2,072,823,157,060",36497.0,Silent
13119,Italy2012,0.872,"2,072,823,157,060",36497.0,Boomers
13120,Italy2012,0.872,"2,072,823,157,060",,Generation X
13121,Italy2012,0.872,"2,072,823,157,060",36497.0,Millenials
13122,Italy2012,0.872,"2,072,823,157,060",36497.0,Millenials
13123,Italy2012,0.872,"2,072,823,157,060",36497.0,Generation Z
13124,Italy2012,0.872,"2,072,823,157,060",36497.0,Generation Z
13125,Italy2013,0.873,"2,130,491,320,659",37050.0,Silent
13126,Italy2013,0.873,"2,130,491,320,659",37050.0,Boomers
13127,Italy2013,0.873,"2,130,491,320,659",,Generation X
13128,Italy2013,0.873,"2,130,491,320,659",37050.0,Millenials
13129,Italy2013,0.873,"2,130,491,320,659",37050.0,Millenials
13130,Italy2013,0.873,"2,130,491,320,659",37050.0,Silent
13131,Italy2013,0.873,"2,130,491,320,659",37050.0,Boomers
13132,Italy2013,0.873,"2,130,491,320,659",37050.0,Generation X
13133,Italy2013,0.873,"2,130,491,320,659",37050.0,Millenials
13134,Italy2013,0.873,"2,130,491,320,659",37050.0,Millenials
13135,Italy2013,0.873,"2,130,491,320,659",37050.0,Generation Z
13136,Italy2013,0.873,"2,130,491,320,659",37050.0,Generation Z
13137,Italy2014,0.873,"2,151,732,868,243",,Silent
13138,Italy2014,0.873,"2,151,732,868,243",37035.0,Boomers
13139,Italy2014,0.873,"2,151,732,868,243",37035.0,Generation X
13140,Italy2014,0.873,"2,151,732,868,243",37035.0,Millenials
13141,Italy2014,0.873,"2,151,732,868,243",37035.0,Millenials
13142,Italy2014,0.873,"2,151,732,868,243",37035.0,Generation X
13143,Italy2014,0.873,"2,151,732,868,243",37035.0,Silent
13144,Italy2014,0.873,"2,151,732,868,243",37035.0,Boomers
