id,country,year,sex,age,suicides_no,population,suicides/100k pop
12441,Israel,1987.0,male,75+ years,32,,43.84
12442,Israel,1987.0,male,55-74 years,57,248000.0,22.98
12443,Israel,1987.0,female,,18,83500.0,21.56
12444,Israel,,male,35-54 years,45,427100.0,10.54
12445,Israel,,male,25-34 years,33,323100.0,10.21
12446,Israel,1987.0,female,,24,293000.0,8.19
12447,Israel,,male,15-24 years,26,386400.0,6.73
12448,Israel,,female,25-34 years,13,323100.0,4.02
12449,Israel,1987.0,female,35-54 years,16,441800.0,3.62
12450,Israel,1987.0,female,15-24 years,7,364500.0,1.92
12451,Israel,1987.0,female,5-14 years,0,445200.0,0.0
12452,Israel,1987.0,male,,0,469400.0,0.0
12453,Israel,1988.0,male,75+ years,23,75200.0,30.59
12454,Israel,1988.0,male,55-74 years,51,248700.0,20.51
12455,Israel,1988.0,female,75+ years,14,?,15.89
12456,Israel,,male,35-54 years,62,442600.0,14.01
12457,Israel,1988.0,male,25-34 years,41,?,12.66
12458,Israel,1988.0,female,55-74 years,30,293400.0,10.22
12459,Israel,,male,15-24 years,36,395700.0,9.1
12460,Israel,1988.0,female,35-54 years,29,456800.0,6.35
12461,Israel,1988.0,female,25-34 years,8,322600.0,2.48
12462,Israel,1988.0,female,15-24 years,8,374200.0,2.14
12463,Israel,1988.0,male,5-14 years,1,475400.0,0.21
12464,Israel,1988.0,female,5-14 years,0,450700.0,0.0
12465,Israel,1989.0,male,75+ years,45,77500.0,58.06
12466,Israel,1989.0,male,55-74 years,71,,28.42
12467,Israel,1989.0,female,75+ years,25,92500.0,27.03
12468,Israel,1989.0,male,,62,458000.0,13.54
12469,Israel,1989.0,male,25-34 years,43,,13.16
12470,Israel,1989.0,female,,33,293900.0,11.23
12471,Israel,1989.0,male,15-24 years,25,405300.0,6.17
12472,Israel,,female,25-34 years,17,324000.0,5.25
12473,Israel,,female,15-24 years,14,?,3.64
12474,Israel,,female,35-54 years,15,472000.0,3.18
12475,Israel,1989.0,male,,2,481100.0,0.42
12476,Israel,1989.0,female,5-14 years,1,455600.0,0.22
12477,Israel,1990.0,male,75+ years,29,80000.0,36.25
12478,Israel,1990.0,male,55-74 years,52,,20.25
12479,Israel,1990.0,male,25-34 years,48,,14.28
12480,Israel,1990.0,male,35-54 years,61,481600.0,12.67
12481,Israel,1990.0,female,75+ years,12,,12.21
12482,Israel,1990.0,female,55-74 years,23,303300.0,7.58
12483,Israel,1990.0,male,15-24 years,28,418200.0,6.7
12484,Israel,,female,35-54 years,22,,4.44
12485,Israel,1990.0,female,25-34 years,14,332700.0,4.21
12486,Israel,1990.0,female,15-24 years,13,399100.0,3.26
12487,Israel,1990.0,male,5-14 years,2,,0.41
12488,Israel,1990.0,female,5-14 years,0,463900.0,0.0
12489,Israel,1991.0,male,75+ years,35,,41.87
12490,Israel,1991.0,male,55-74 years,60,,21.77
12491,Israel,1991.0,female,,20,105900.0,18.89
12492,Israel,1991.0,male,35-54 years,74,521300.0,14.2
12493,Israel,1991.0,male,25-34 years,41,355600.0,11.53
12494,Israel,1991.0,male,15-24 years,49,443300.0,11.05
12495,Israel,1991.0,female,55-74 years,32,328400.0,9.74
12496,Israel,1991.0,female,35-54 years,27,538000.0,5.02
12497,Israel,1991.0,female,25-34 years,9,351700.0,2.56
12498,Israel,1991.0,female,15-24 years,9,,2.12
12499,Israel,1991.0,male,5-14 years,3,,0.59
12500,Israel,1991.0,female,5-14 years,0,483600.0,0.0
12501,Israel,1992.0,male,75+ years,27,84400.0,31.99
12502,Israel,1992.0,male,55-74 years,77,288500.0,26.69
12503,Israel,1992.0,male,35-54 years,74,546900.0,13.53
12504,Israel,1992.0,female,75+ years,14,109700.0,12.76
12505,Israel,1992.0,male,,54,462200.0,11.68
12506,Israel,,male,25-34 years,42,365400.0,11.49
12507,Israel,1992.0,female,55-74 years,36,345800.0,10.41
12508,Israel,1992.0,female,25-34 years,17,361000.0,4.71
12509,Israel,1992.0,female,35-54 years,24,565600.0,4.24
12510,Israel,,female,15-24 years,11,443600.0,2.48
12511,Israel,1992.0,male,5-14 years,4,521600.0,0.77
12512,Israel,1992.0,female,5-14 years,1,?,0.2
12513,Israel,1993.0,male,75+ years,38,84700.0,44.86
12514,Israel,,male,55-74 years,64,298600.0,21.43
12515,Israel,1993.0,female,75+ years,18,112500.0,16.0
12516,Israel,1993.0,male,25-34 years,47,372900.0,12.6
12517,Israel,1993.0,male,,69,?,12.17
12518,Israel,1993.0,male,15-24 years,54,,11.33
12519,Israel,1993.0,female,55-74 years,31,358900.0,8.64
12520,Israel,1993.0,female,35-54 years,29,586700.0,4.94
12521,Israel,1993.0,female,25-34 years,13,368000.0,3.53
12522,Israel,,female,15-24 years,7,457700.0,1.53
12523,Israel,1993.0,female,5-14 years,1,,0.2
12524,Israel,1993.0,male,5-14 years,0,530400.0,0.0
12525,Israel,1994.0,male,75+ years,39,86000.0,45.35
12526,Israel,1994.0,female,75+ years,29,?,24.89
12527,Israel,,male,55-74 years,56,307700.0,18.2
12528,Israel,1994.0,male,35-54 years,97,586200.0,16.55
12529,Israel,1994.0,male,25-34 years,52,382000.0,13.61
12530,Israel,,male,15-24 years,57,,11.64
12531,Israel,1994.0,female,55-74 years,32,370200.0,8.64
12532,Israel,1994.0,female,25-34 years,16,376500.0,4.25
12533,Israel,1994.0,female,35-54 years,25,608200.0,4.11
12534,Israel,1994.0,female,15-24 years,8,,1.7
12535,Israel,1994.0,male,5-14 years,3,540100.0,0.56
12536,Israel,1994.0,female,5-14 years,2,512100.0,0.39
12537,Israel,,male,75+ years,33,88800.0,37.16
12538,Israel,1995.0,female,75+ years,27,?,22.17
12539,Israel,1995.0,male,55-74 years,63,314800.0,20.01
12540,Israel,1995.0,male,35-54 years,72,,11.86
12541,Israel,1995.0,male,15-24 years,49,,9.77
12542,Israel,1995.0,male,25-34 years,38,393300.0,9.66
12543,Israel,1995.0,female,55-74 years,28,379500.0,7.38
12544,Israel,1995.0,female,15-24 years,20,,4.16
12545,Israel,1995.0,female,,22,631000.0,3.49
12546,Israel,1995.0,female,25-34 years,4,387100.0,1.03
12547,Israel,1995.0,male,5-14 years,3,549800.0,0.55
12548,Israel,1995.0,female,,1,521600.0,0.19
12549,Israel,,male,75+ years,39,96200.0,40.54
12550,Israel,,male,55-74 years,50,?,15.34
12551,Israel,1996.0,female,75+ years,20,130600.0,15.31
12552,Israel,1996.0,male,25-34 years,38,?,9.74
12553,Israel,1996.0,male,35-54 years,57,625600.0,9.11
12554,Israel,1996.0,male,15-24 years,44,,8.58
12555,Israel,1996.0,female,55-74 years,16,395400.0,4.05
12556,Israel,,female,35-54 years,21,,3.19
12557,Israel,,female,25-34 years,9,394500.0,2.28
12558,Israel,1996.0,female,15-24 years,9,,1.83
12559,Israel,1996.0,male,5-14 years,3,555300.0,0.54
12560,Israel,,female,5-14 years,0,,0.0
12561,Israel,,male,75+ years,44,99900.0,44.04
12562,Israel,1997.0,male,55-74 years,55,330000.0,16.67
12563,Israel,1997.0,female,75+ years,21,136500.0,15.38
12564,Israel,1997.0,male,,83,,12.83
12565,Israel,1997.0,male,15-24 years,66,523600.0,12.61
12566,Israel,1997.0,male,25-34 years,51,405400.0,12.58
12567,Israel,1997.0,female,55-74 years,20,400900.0,4.99
12568,Israel,,female,25-34 years,13,407500.0,3.19
12569,Israel,1997.0,female,35-54 years,16,682500.0,2.34
12570,Israel,1997.0,female,15-24 years,8,,1.6
12571,Israel,1997.0,male,5-14 years,2,563800.0,0.35
12572,Israel,1997.0,female,5-14 years,0,535600.0,0.0
12573,Israel,1998.0,male,75+ years,33,?,31.91
12574,Israel,1998.0,male,55-74 years,55,333300.0,16.5
12575,Israel,1998.0,female,,15,143800.0,10.43
12576,Israel,1998.0,male,25-34 years,42,421100.0,9.97
12577,Israel,1998.0,male,15-24 years,52,,9.73
12578,Israel,1998.0,male,35-54 years,55,,8.23
12579,Israel,1998.0,female,,21,403400.0,5.21
12580,Israel,1998.0,female,35-54 years,19,,2.69
12581,Israel,1998.0,female,15-24 years,13,511000.0,2.54
12582,Israel,1998.0,female,25-34 years,10,421100.0,2.37
12583,Israel,1998.0,male,5-14 years,2,571700.0,0.35
12584,Israel,1998.0,female,5-14 years,1,543300.0,0.18
12585,Israel,1999.0,male,75+ years,31,106865.0,29.01
12586,Israel,1999.0,male,35-54 years,105,689686.0,15.22
12587,Israel,,male,55-74 years,43,338915.0,12.69
12588,Israel,1999.0,male,15-24 years,62,544300.0,11.39
12589,Israel,,male,25-34 years,50,439100.0,11.39
12590,Israel,,female,75+ years,16,151632.0,10.55
12591,Israel,,female,55-74 years,21,406997.0,5.16
12592,Israel,1999.0,female,25-34 years,12,437200.0,2.74
12593,Israel,1999.0,female,35-54 years,15,728952.0,2.06
12594,Israel,1999.0,female,15-24 years,7,521300.0,1.34
12595,Israel,1999.0,male,5-14 years,6,580400.0,1.03
12596,Israel,1999.0,female,5-14 years,0,551700.0,0.0
12597,Israel,2000.0,male,75+ years,39,110539.0,35.28
12598,Israel,2000.0,male,25-34 years,66,,14.37
12599,Israel,2000.0,male,,100,?,14.08
12600,Israel,2000.0,male,15-24 years,65,552321.0,11.77
12601,Israel,,male,55-74 years,36,,10.34
12602,Israel,,female,75+ years,13,,8.13
12603,Israel,2000.0,female,,25,414182.0,6.04
12604,Israel,2000.0,female,25-34 years,15,455733.0,3.29
12605,Israel,2000.0,female,35-54 years,24,750796.0,3.2
12606,Israel,2000.0,female,15-24 years,10,530270.0,1.89
12607,Israel,2000.0,male,5-14 years,1,590518.0,0.17
12608,Israel,2000.0,female,5-14 years,0,561751.0,0.0
12609,Israel,2001.0,male,75+ years,38,113986.0,33.34
12610,Israel,2001.0,male,55-74 years,56,361167.0,15.51
12611,Israel,2001.0,male,15-24 years,76,557718.0,13.63
12612,Israel,,male,35-54 years,94,724513.0,12.97
12613,Israel,2001.0,male,,58,,12.11
12614,Israel,2001.0,female,75+ years,17,167410.0,10.15
12615,Israel,2001.0,female,,14,425773.0,3.29
12616,Israel,2001.0,female,35-54 years,24,765725.0,3.13
12617,Israel,,female,25-34 years,9,474315.0,1.9
12618,Israel,,female,,9,536217.0,1.68
12619,Israel,2001.0,female,,2,,0.35
12620,Israel,2001.0,male,5-14 years,1,600457.0,0.17
12621,Israel,2002.0,male,75+ years,28,117146.0,23.9
12622,Israel,2002.0,male,35-54 years,99,732491.0,13.52
12623,Israel,2002.0,male,55-74 years,45,377599.0,11.92
12624,Israel,,male,25-34 years,59,496115.0,11.89
12625,Israel,2002.0,male,,60,561947.0,10.68
12626,Israel,2002.0,female,75+ years,14,173506.0,8.07
12627,Israel,2002.0,female,55-74 years,20,441786.0,4.53
12628,Israel,,female,35-54 years,31,773340.0,4.01
12629,Israel,2002.0,female,15-24 years,14,540419.0,2.59
12630,Israel,2002.0,female,25-34 years,10,490754.0,2.04
12631,Israel,2002.0,female,5-14 years,2,580138.0,0.34
12632,Israel,2002.0,male,5-14 years,0,610267.0,0.0
12633,Israel,2003.0,male,75+ years,28,,23.31
12634,Israel,2003.0,male,55-74 years,70,393481.0,17.79
12635,Israel,2003.0,male,35-54 years,125,739587.0,16.9
12636,Israel,2003.0,male,25-34 years,57,,11.18
12637,Israel,2003.0,male,15-24 years,62,566251.0,10.95
12638,Israel,2003.0,female,75+ years,10,178813.0,5.59
12639,Israel,2003.0,female,55-74 years,24,457426.0,5.25
12640,Israel,,female,35-54 years,25,779552.0,3.21
12641,Israel,2003.0,female,,8,503837.0,1.59
12642,Israel,2003.0,female,15-24 years,5,544294.0,0.92
12643,Israel,2003.0,male,5-14 years,3,620511.0,0.48
12644,Israel,2003.0,female,,0,,0.0
12645,Israel,,male,75+ years,30,123028.0,24.38
12646,Israel,2004.0,male,55-74 years,65,,15.95
12647,Israel,2004.0,male,,66,520746.0,12.67
12648,Israel,2004.0,male,,90,749833.0,12.0
12649,Israel,2004.0,male,15-24 years,68,570981.0,11.91
12650,Israel,2004.0,female,75+ years,16,183915.0,8.7
12651,Israel,2004.0,female,55-74 years,18,471206.0,3.82
12652,Israel,,female,35-54 years,30,,3.8
12653,Israel,2004.0,female,25-34 years,14,514416.0,2.72
12654,Israel,2004.0,female,15-24 years,11,548642.0,2.0
12655,Israel,2004.0,female,5-14 years,2,,0.33
12656,Israel,2004.0,male,5-14 years,1,631409.0,0.16
12657,Israel,2005.0,male,75+ years,35,126420.0,27.69
12658,Israel,2005.0,male,55-74 years,52,422405.0,12.31
12659,Israel,,male,35-54 years,93,761176.0,12.22
12660,Israel,2005.0,female,75+ years,23,188969.0,12.17
12661,Israel,2005.0,male,15-24 years,66,576279.0,11.45
12662,Israel,2005.0,male,25-34 years,56,529472.0,10.58
12663,Israel,2005.0,female,55-74 years,26,,5.35
12664,Israel,2005.0,female,,42,798431.0,5.26
12665,Israel,2005.0,female,25-34 years,16,523192.0,3.06
12666,Israel,2005.0,female,15-24 years,13,,2.35
12667,Israel,2005.0,male,5-14 years,2,643592.0,0.31
12668,Israel,2005.0,female,5-14 years,1,611245.0,0.16
12669,Israel,2006.0,male,75+ years,22,129698.0,16.96
12670,Israel,2006.0,male,55-74 years,61,439413.0,13.88
12671,Israel,2006.0,male,35-54 years,84,,10.87
12672,Israel,,male,15-24 years,61,,10.48
12673,Israel,2006.0,male,25-34 years,51,?,9.52
12674,Israel,2006.0,female,75+ years,13,193121.0,6.73
12675,Israel,,female,35-54 years,31,808874.0,3.83
12676,Israel,2006.0,female,15-24 years,18,558626.0,3.22
12677,Israel,2006.0,female,55-74 years,15,503743.0,2.98
12678,Israel,2006.0,female,25-34 years,10,529943.0,1.89
12679,Israel,2006.0,female,5-14 years,1,623474.0,0.16
12680,Israel,2006.0,male,5-14 years,0,656549.0,0.0
12681,Israel,2007.0,male,75+ years,29,132434.0,21.9
12682,Israel,2007.0,male,,50,456922.0,10.94
12683,Israel,2007.0,male,,85,785826.0,10.82
12684,Israel,2007.0,male,25-34 years,51,541856.0,9.41
12685,Israel,2007.0,male,15-24 years,45,,7.66
12686,Israel,2007.0,female,,7,196820.0,3.56
12687,Israel,2007.0,female,35-54 years,23,?,2.81
12688,Israel,2007.0,female,55-74 years,13,521935.0,2.49
12689,Israel,,female,,10,536280.0,1.86
12690,Israel,2007.0,female,15-24 years,10,564137.0,1.77
12691,Israel,,male,5-14 years,3,669312.0,0.45
12692,Israel,2007.0,female,,0,635670.0,0.0
12693,Israel,2008.0,male,75+ years,43,135142.0,31.82
12694,Israel,2008.0,male,,62,474005.0,13.08
12695,Israel,,male,,65,,10.97
12696,Israel,2008.0,male,35-54 years,80,799582.0,10.01
12697,Israel,2008.0,male,,42,,7.65
12698,Israel,2008.0,female,75+ years,11,200835.0,5.48
12699,Israel,2008.0,female,55-74 years,15,539561.0,2.78
12700,Israel,2008.0,female,,11,?,2.03
12701,Israel,,female,35-54 years,14,831482.0,1.68
12702,Israel,2008.0,female,15-24 years,7,,1.23
12703,Israel,2008.0,female,5-14 years,2,648707.0,0.31
12704,Israel,2008.0,male,5-14 years,2,,0.29
12705,Israel,2009.0,male,75+ years,23,?,16.27
12706,Israel,2009.0,male,55-74 years,77,499108.0,15.43
12707,Israel,2009.0,male,25-34 years,67,557283.0,12.02
12708,Israel,2009.0,male,,91,836965.0,10.87
12709,Israel,2009.0,male,15-24 years,48,597179.0,8.04
12710,Israel,2009.0,female,55-74 years,22,562448.0,3.91
12711,Israel,2009.0,female,75+ years,8,?,3.84
12712,Israel,,female,35-54 years,32,,3.69
12713,Israel,,female,25-34 years,18,555764.0,3.24
12714,Israel,2009.0,female,15-24 years,13,573738.0,2.27
12715,Israel,2009.0,male,5-14 years,4,,0.59
12716,Israel,2009.0,female,5-14 years,1,650032.0,0.15
12717,Israel,2010.0,male,75+ years,40,145554.0,27.48
12718,Israel,2010.0,male,55-74 years,93,515880.0,18.03
12719,Israel,2010.0,male,35-54 years,119,?,13.92
12720,Israel,2010.0,male,25-34 years,77,561408.0,13.72
12721,Israel,2010.0,male,15-24 years,63,600681.0,10.49
12722,Israel,2010.0,female,75+ years,9,213458.0,4.22
12723,Israel,,female,55-74 years,22,580202.0,3.79
12724,Israel,2010.0,female,35-54 years,33,882268.0,3.74
12725,Israel,2010.0,female,15-24 years,10,576967.0,1.73
12726,Israel,2010.0,female,25-34 years,9,559584.0,1.61
12727,Israel,,female,5-14 years,3,,0.45
12728,Israel,2010.0,male,5-14 years,2,,0.29
12729,Israel,2011.0,male,75+ years,44,150875.0,29.16
12730,Israel,2011.0,male,55-74 years,80,532080.0,15.04
12731,Israel,2011.0,male,35-54 years,111,872269.0,12.73
12732,Israel,2011.0,male,25-34 years,45,560802.0,8.02
12733,Israel,2011.0,male,,41,605530.0,6.77
12734,Israel,,female,55-74 years,30,598715.0,5.01
12735,Israel,2011.0,female,,7,,3.17
12736,Israel,2011.0,female,25-34 years,16,?,2.86
12737,Israel,2011.0,female,35-54 years,22,,2.45
12738,Israel,2011.0,female,15-24 years,12,583108.0,2.06
12739,Israel,2011.0,male,5-14 years,1,712716.0,0.14
12740,Israel,,female,5-14 years,0,675036.0,0.0
12741,Israel,,male,75+ years,33,154818.0,21.32
12742,Israel,2012.0,male,55-74 years,93,546015.0,17.03
12743,Israel,2012.0,male,35-54 years,131,890948.0,14.7
12744,Israel,2012.0,male,25-34 years,57,568580.0,10.02
12745,Israel,2012.0,male,15-24 years,32,,5.21
12746,Israel,2012.0,female,75+ years,9,224319.0,4.01
12747,Israel,2012.0,female,55-74 years,24,612293.0,3.92
12748,Israel,2012.0,female,25-34 years,17,566255.0,3.0
12749,Israel,2012.0,female,15-24 years,13,?,2.21
12750,Israel,2012.0,female,,18,?,1.96
12751,Israel,2012.0,male,,3,723667.0,0.41
12752,Israel,2012.0,female,5-14 years,0,688296.0,0.0
12753,Israel,2013.0,male,75+ years,34,160074.0,21.24
12754,Israel,2013.0,male,,71,560632.0,12.66
12755,Israel,,male,35-54 years,102,907964.0,11.23
12756,Israel,2013.0,male,25-34 years,47,574069.0,8.19
12757,Israel,2013.0,female,,12,230693.0,5.2
12758,Israel,,male,15-24 years,30,623751.0,4.81
12759,Israel,2013.0,female,55-74 years,23,,3.67
12760,Israel,2013.0,female,35-54 years,26,932764.0,2.79
12761,Israel,2013.0,female,25-34 years,15,?,2.63
12762,Israel,2013.0,male,5-14 years,7,737875.0,0.95
12763,Israel,2013.0,female,15-24 years,5,597664.0,0.84
12764,Israel,2013.0,female,5-14 years,0,702017.0,0.0
12765,Israel,2014.0,male,75+ years,32,164959.0,19.4
12766,Israel,2014.0,male,35-54 years,125,925543.0,13.51
12767,Israel,,male,55-74 years,54,577076.0,9.36
12768,Israel,2014.0,male,25-34 years,41,580208.0,7.07
12769,Israel,2014.0,male,15-24 years,35,633544.0,5.52
12770,Israel,2014.0,female,75+ years,11,,4.65
12771,Israel,2014.0,female,55-74 years,24,?,3.72
12772,Israel,2014.0,female,35-54 years,29,949566.0,3.05
12773,Israel,2014.0,female,25-34 years,13,576407.0,2.26
12774,Israel,,female,,10,,1.65
12775,Israel,,male,5-14 years,7,?,0.93
12776,Israel,2014.0,female,5-14 years,1,717118.0,0.14
12777,Israel,2015.0,male,75+ years,30,168826.0,17.77
12778,Israel,2015.0,male,55-74 years,65,595247.0,10.92
12779,Israel,2015.0,male,35-54 years,92,944406.0,9.74
12780,Israel,2015.0,male,25-34 years,45,586251.0,7.68
12781,Israel,2015.0,female,75+ years,14,241083.0,5.81
12782,Israel,2015.0,male,,35,644674.0,5.43
12783,Israel,2015.0,female,55-74 years,17,664823.0,2.56
12784,Israel,2015.0,female,25-34 years,13,581972.0,2.23
12785,Israel,2015.0,female,35-54 years,20,967412.0,2.07
12786,Israel,2015.0,female,15-24 years,8,617440.0,1.3
12787,Israel,2015.0,male,5-14 years,2,770443.0,0.26
12788,Israel,2015.0,female,5-14 years,1,733603.0,0.14
12789,Italy,1985.0,male,75+ years,542,1107700.0,48.93
12790,Italy,,male,55-74 years,1307,4991500.0,26.18
12791,Italy,,male,35-54 years,902,,12.41
12792,Italy,1985.0,female,75+ years,239,1961500.0,12.18
12793,Italy,1985.0,female,55-74 years,596,6003500.0,9.93
12794,Italy,,male,25-34 years,361,,9.08
12795,Italy,1985.0,male,15-24 years,249,4770000.0,5.22
12796,Italy,1985.0,female,,382,7478700.0,5.11
12797,Italy,1985.0,female,25-34 years,106,3946700.0,2.69
12798,Italy,1985.0,female,15-24 years,60,4613300.0,1.3
12799,Italy,1985.0,male,5-14 years,10,4101400.0,0.24
12800,Italy,1985.0,female,5-14 years,5,3898700.0,0.13
12801,Italy,,male,75+ years,568,1149900.0,49.4
12802,Italy,1986.0,male,55-74 years,1164,5048400.0,23.06
12803,Italy,1986.0,male,35-54 years,929,,12.77
12804,Italy,,female,75+ years,247,,12.14
12805,Italy,1986.0,female,,582,?,9.61
12806,Italy,1986.0,male,25-34 years,380,4047500.0,9.39
12807,Italy,1986.0,female,35-54 years,397,,5.31
12808,Italy,,male,15-24 years,237,4797900.0,4.94
12809,Italy,1986.0,female,25-34 years,97,4009600.0,2.42
12810,Italy,1986.0,female,15-24 years,72,4637000.0,1.55
12811,Italy,1986.0,male,5-14 years,15,,0.38
12812,Italy,1986.0,female,5-14 years,3,3766700.0,0.08
12813,Italy,1987.0,male,75+ years,563,1195000.0,47.11
12814,Italy,1987.0,male,,1146,,22.48
12815,Italy,1987.0,male,35-54 years,873,?,11.97
12816,Italy,1987.0,female,75+ years,248,2115000.0,11.73
12817,Italy,1987.0,male,,425,4142000.0,10.26
12818,Italy,1987.0,female,,496,6102400.0,8.13
12819,Italy,1987.0,male,15-24 years,245,4807700.0,5.1
12820,Italy,1987.0,female,35-54 years,343,7483400.0,4.58
12821,Italy,1987.0,female,,99,4091900.0,2.42
12822,Italy,1987.0,female,15-24 years,63,4637300.0,1.36
12823,Italy,1987.0,male,5-14 years,11,,0.29
12824,Italy,,female,5-14 years,4,3633300.0,0.11
12825,Italy,1988.0,male,75+ years,591,1245700.0,47.44
12826,Italy,1988.0,male,55-74 years,1073,5146300.0,20.85
12827,Italy,1988.0,female,75+ years,244,2202900.0,11.08
12828,Italy,,male,35-54 years,799,?,10.92
12829,Italy,,male,25-34 years,385,4245400.0,9.07
12830,Italy,,female,55-74 years,512,,8.34
12831,Italy,1988.0,male,15-24 years,237,4790900.0,4.95
12832,Italy,,female,35-54 years,346,7494900.0,4.62
12833,Italy,1988.0,female,25-34 years,115,4184700.0,2.75
12834,Italy,,female,15-24 years,65,,1.41
12835,Italy,1988.0,male,5-14 years,10,3694100.0,0.27
12836,Italy,1988.0,female,5-14 years,4,,0.11
12837,Italy,,male,75+ years,564,1292300.0,43.64
12838,Italy,,male,,1048,5201300.0,20.15
12839,Italy,1989.0,male,35-54 years,826,,11.25
12840,Italy,1989.0,male,,433,4358200.0,9.94
12841,Italy,1989.0,female,75+ years,217,2285500.0,9.49
12842,Italy,1989.0,female,55-74 years,462,,7.47
12843,Italy,,male,15-24 years,243,4742000.0,5.12
12844,Italy,,female,35-54 years,321,7512800.0,4.27
12845,Italy,1989.0,female,25-34 years,138,4287600.0,3.22
12846,Italy,1989.0,female,15-24 years,73,,1.6
12847,Italy,1989.0,male,5-14 years,10,3556100.0,0.28
12848,Italy,1989.0,female,5-14 years,7,3372400.0,0.21
12849,Italy,1990.0,male,75+ years,670,1332200.0,50.29
12850,Italy,1990.0,male,55-74 years,980,5266600.0,18.61
12851,Italy,1990.0,male,,802,7381900.0,10.86
12852,Italy,1990.0,male,25-34 years,443,4477900.0,9.89
12853,Italy,1990.0,female,,224,2358600.0,9.5
12854,Italy,1990.0,female,55-74 years,452,6242800.0,7.24
12855,Italy,1990.0,male,15-24 years,275,4678600.0,5.88
12856,Italy,,female,35-54 years,317,7539900.0,4.2
12857,Italy,,female,,132,4391200.0,3.01
12858,Italy,1990.0,female,15-24 years,90,,2.0
12859,Italy,1990.0,male,5-14 years,11,3426400.0,0.32
12860,Italy,1990.0,female,5-14 years,6,3246400.0,0.18
12861,Italy,1991.0,male,75+ years,572,1366000.0,41.87
12862,Italy,,male,55-74 years,1074,5315200.0,20.21
12863,Italy,1991.0,male,35-54 years,846,7373100.0,11.47
12864,Italy,1991.0,male,25-34 years,448,4481000.0,10.0
12865,Italy,1991.0,female,,231,,9.63
12866,Italy,1991.0,female,,466,6274000.0,7.43
12867,Italy,1991.0,male,15-24 years,258,4561100.0,5.66
12868,Italy,,female,,336,,4.47
12869,Italy,1991.0,female,,142,4401300.0,3.23
12870,Italy,1991.0,female,,70,4385100.0,1.6
12871,Italy,,male,5-14 years,8,?,0.24
12872,Italy,1991.0,female,5-14 years,2,3110000.0,0.06
12873,Italy,1992.0,male,75+ years,564,1396003.0,40.4
12874,Italy,1992.0,male,55-74 years,1062,5390861.0,19.7
12875,Italy,1992.0,male,,917,7406251.0,12.38
12876,Italy,,male,25-34 years,486,,10.97
12877,Italy,1992.0,female,75+ years,209,2409548.0,8.67
12878,Italy,1992.0,female,55-74 years,466,6301632.0,7.39
12879,Italy,,male,15-24 years,298,4455004.0,6.69
12880,Italy,,female,35-54 years,338,7543046.0,4.48
12881,Italy,,female,,111,4384585.0,2.53
12882,Italy,,female,15-24 years,77,4305903.0,1.79
12883,Italy,1992.0,male,5-14 years,12,3132377.0,0.38
12884,Italy,,female,5-14 years,3,2998407.0,0.1
12885,Italy,,male,,604,1367777.0,44.16
12886,Italy,1993.0,male,55-74 years,1104,5512083.0,20.03
12887,Italy,,male,35-54 years,957,7434885.0,12.87
12888,Italy,1993.0,male,25-34 years,527,4493066.0,11.73
12889,Italy,1993.0,female,75+ years,208,,8.72
12890,Italy,1993.0,female,55-74 years,471,?,7.31
12891,Italy,1993.0,male,15-24 years,304,4351566.0,6.99
12892,Italy,1993.0,female,35-54 years,303,7566353.0,4.0
12893,Italy,1993.0,female,25-34 years,130,4440463.0,2.93
12894,Italy,1993.0,female,15-24 years,59,4203518.0,1.4
12895,Italy,1993.0,male,5-14 years,20,3037771.0,0.66
12896,Italy,1993.0,female,5-14 years,10,2904196.0,0.34
12897,Italy,1994.0,male,75+ years,585,1330197.0,43.98
12898,Italy,,male,55-74 years,1065,5661170.0,18.81
12899,Italy,1994.0,male,,543,4550652.0,11.93
12900,Italy,1994.0,male,35-54 years,883,7443880.0,11.86
12901,Italy,1994.0,female,75+ years,215,2347862.0,9.16
12902,Italy,1994.0,male,,313,4240786.0,7.38
12903,Italy,1994.0,female,55-74 years,397,6614346.0,6.0
12904,Italy,1994.0,female,35-54 years,291,?,3.84
12905,Italy,1994.0,female,25-34 years,140,,3.12
12906,Italy,1994.0,female,15-24 years,72,4097424.0,1.76
12907,Italy,1994.0,male,5-14 years,22,2964838.0,0.74
12908,Italy,1994.0,female,5-14 years,10,2830695.0,0.35
12909,Italy,1995.0,male,75+ years,591,,44.66
12910,Italy,1995.0,male,55-74 years,1078,5785158.0,18.63
12911,Italy,1995.0,male,35-54 years,960,,12.87
12912,Italy,1995.0,male,25-34 years,488,,10.62
12913,Italy,1995.0,female,75+ years,199,,8.46
12914,Italy,1995.0,male,15-24 years,298,4104367.0,7.26
12915,Italy,1995.0,female,55-74 years,445,6746565.0,6.6
12916,Italy,1995.0,female,,310,7583976.0,4.09
12917,Italy,1995.0,female,25-34 years,120,,2.65
12918,Italy,1995.0,female,,64,3966396.0,1.61
12919,Italy,1995.0,male,5-14 years,15,2912542.0,0.52
12920,Italy,1995.0,female,,1,2778756.0,0.04
12921,Italy,1996.0,male,75+ years,536,1386235.0,38.67
12922,Italy,1996.0,male,55-74 years,1102,5838953.0,18.87
12923,Italy,1996.0,male,35-54 years,978,7486619.0,13.06
12924,Italy,1996.0,male,25-34 years,520,4616462.0,11.26
12925,Italy,1996.0,female,75+ years,228,2461140.0,9.26
